# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-09-24 00:12:49; hka-aqm-n203;  21.51;  49.12;   447;   970;     9;     3;     2;     9;   -84;   -84;   9.8; drag-lps8-01; 4; 8; 125000; 7246
2023-09-24 00:27:55; hka-aqm-n203;  21.48;  48.96;   450;   969;     7;     1;     2;     9;   -82;   -82;   9.2; drag-lps8-01; 1; 8; 125000; 7247
2023-09-24 00:43:01; hka-aqm-n203;  21.46;  48.83;   453;   978;     9;     2;     2;     9;   -83;   -83;   9.2; drag-lps8-01; 7; 8; 125000; 7248
2023-09-24 00:58:09; hka-aqm-n203;  21.46;  48.77;   462;  1012;     7;     1;     2;     9;   -84;   -84;   8.8; drag-lps8-01; 5; 8; 125000; 7249
2023-09-24 01:13:16; hka-aqm-n203;  21.44;  48.67;   456;   987;     9;     3;     2;     9;   -87;   -87;  11.0; drag-lps8-01; 3; 8; 125000; 7250
2023-09-24 01:28:22; hka-aqm-n203;  21.40;  48.51;   460;   973;     7;     1;     2;     9;   -83;   -83;  10.2; drag-lps8-01; 1; 8; 125000; 7251
2023-09-24 01:43:30; hka-aqm-n203;  21.43;  48.48;   461;  1000;     7;     1;     2;     9;   -82;   -82;   9.8; drag-lps8-01; 6; 8; 125000; 7252
2023-09-24 02:13:42; hka-aqm-n203;  21.34;  48.26;   462;   994;     9;     3;     2;     9;   -84;   -84;  12.2; drag-lps8-01; 4; 8; 125000; 7254
2023-09-24 02:28:49; hka-aqm-n203;  21.32;  48.10;   467;   984;     7;     1;     2;     9;   -85;   -85;  11.2; drag-lps8-01; 0; 8; 125000; 7255
2023-09-24 02:43:56; hka-aqm-n203;  21.30;  48.00;   466;   957;     7;     1;     2;     9;   -84;   -84;   7.8; drag-lps8-01; 5; 8; 125000; 7256
2023-09-24 02:59:02; hka-aqm-n203;  21.29;  47.74;   467;   957;     7;     1;     2;     9;   -85;   -85;  11.8; drag-lps8-01; 4; 8; 125000; 7257
2023-09-24 03:14:08; hka-aqm-n203;  21.27;  47.36;   472;   919;     7;     1;     2;     9;   -87;   -87;  12.0; drag-lps8-01; 3; 8; 125000; 7258
2023-09-24 03:29:15; hka-aqm-n203;  21.24;  47.07;   478;   864;     7;     1;     2;     9;   -84;   -84;  11.2; drag-lps8-01; 7; 8; 125000; 7259
2023-09-24 03:44:21; hka-aqm-n203;  21.20;  46.78;   473;   827;     7;     1;     2;     9;   -83;   -83;  10.0; drag-lps8-01; 1; 8; 125000; 7260
2023-09-24 03:59:29; hka-aqm-n203;  21.20;  46.39;   475;   836;     7;     1;     2;     9;   -83;   -83;   9.8; drag-lps8-01; 0; 8; 125000; 7261
2023-09-24 04:14:35; hka-aqm-n203;  21.18;  46.20;   474;   784;     8;     2;     2;     9;   -83;   -83;   8.0; drag-lps8-01; 2; 8; 125000; 7262
2023-09-24 04:29:41; hka-aqm-n203;  21.15;  45.81;   477;   814;     7;     1;     2;     9;   -83;   -83;  10.0; drag-lps8-01; 6; 8; 125000; 7263
2023-09-24 04:44:48; hka-aqm-n203;  21.12;  45.68;   474;   761;     9;     3;     2;     9;   -84;   -84;   8.2; drag-lps8-01; 2; 8; 125000; 7264
2023-09-24 04:59:55; hka-aqm-n203;  21.14;  45.75;   476;   805;     7;     1;     2;     9;   -84;   -84;  11.8; drag-lps8-01; 4; 8; 125000; 7265
2023-09-24 05:15:01; hka-aqm-n203;  21.11;  45.30;   477;   833;     7;     1;     2;     9;   -87;   -87;  10.8; drag-lps8-01; 3; 8; 125000; 7266
2023-09-24 05:30:09; hka-aqm-n203;  21.11;  44.81;   486;   782;     7;     1;     2;     9;   -85;   -85;  12.0; drag-lps8-01; 0; 8; 125000; 7267
2023-09-24 05:45:15; hka-aqm-n203;  21.07;  44.16;   480;   702;     7;     1;     2;     9;   -82;   -82;   8.0; drag-lps8-01; 5; 8; 125000; 7268
2023-09-24 06:00:21; hka-aqm-n203;  21.04;  43.55;   480;   685;     7;     1;     2;     9;   -82;   -82;  10.8; drag-lps8-01; 1; 8; 125000; 7269
2023-09-24 06:15:29; hka-aqm-n203;  20.92;  43.16;   486;   675;     7;     1;     2;     9;   -85;   -85;  11.8; drag-lps8-01; 7; 8; 125000; 7270
2023-09-24 06:30:36; hka-aqm-n203;  20.80;  43.29;   487;   720;     7;     1;     2;     9;   -84;   -84;  11.8; drag-lps8-01; 6; 8; 125000; 7271
2023-09-24 06:45:42; hka-aqm-n203;  20.74;  43.03;   488;   729;     7;     1;     2;     9;   -87;   -87;  11.0; drag-lps8-01; 3; 8; 125000; 7272
2023-09-24 07:00:48; hka-aqm-n203;  20.71;  42.77;   494;   707;     7;     1;     2;     9;   -83;   -83;  11.8; drag-lps8-01; 1; 8; 125000; 7273
2023-09-24 07:16:09; hka-aqm-n203;  20.67;  42.57;   487;   698;     7;     1;     2;     9;   -83;   -83;  10.0; drag-lps8-01; 4; 8; 125000; 7275
2023-09-24 07:31:16; hka-aqm-n203;  20.64;  42.38;   495;   715;    10;     3;     2;     9;   -84;   -84;   9.0; drag-lps8-01; 5; 8; 125000; 7276
2023-09-24 07:46:22; hka-aqm-n203;  20.61;  42.31;   492;   642;     8;     1;     2;     9;   -83;   -83;  11.0; drag-lps8-01; 6; 8; 125000; 7277
2023-09-24 08:01:28; hka-aqm-n203;  20.60;  42.64;   495;   638;     8;     1;     2;     9;   -83;   -83;   9.2; drag-lps8-01; 7; 8; 125000; 7278
2023-09-24 08:16:34; hka-aqm-n203;  20.57;  43.09;   505;   624;     8;     1;     2;     9;   -85;   -85;  11.5; drag-lps8-01; 0; 8; 125000; 7279
