# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-01-06 00:13:43; hka-aqm-n002;  22.97;  42.08;   548;   790;    11;     1;     0;     0;   -78;   -78;  10.0; drag-lps8-01; 4; 8; 125000; 80
2023-01-06 00:28:50; hka-aqm-n002;  22.90;  42.08;   550;   724;    11;     1;     2;     0;   -77;   -77;  11.8; drag-lps8-01; 7; 8; 125000; 81
2023-01-06 00:43:58; hka-aqm-n002;  22.92;  42.05;   546;   798;    11;     1;     2;     0;   -79;   -79;  11.5; drag-lps8-01; 3; 8; 125000; 82
2023-01-06 00:59:05; hka-aqm-n002;  22.96;  41.89;   547;   720;    11;     1;     2;     0;   -78;   -78;   8.2; drag-lps8-01; 5; 8; 125000; 83
2023-01-06 01:14:11; hka-aqm-n002;  22.87;  42.05;   544;   688;    11;     1;     1;     0;   -75;   -75;  10.8; drag-lps8-01; 1; 8; 125000; 84
2023-01-06 01:29:18; hka-aqm-n002;  22.90;  41.79;   542;   678;    11;     1;     0;     0;   -73;   -73;   8.0; drag-lps8-01; 2; 8; 125000; 85
2023-01-06 01:44:24; hka-aqm-n002;  22.93;  41.76;   546;   685;    11;     1;     0;     0;   -75;   -75;  10.2; drag-lps8-01; 0; 8; 125000; 86
2023-01-06 01:59:30; hka-aqm-n002;  22.90;  41.69;   545;   609;    14;     3;     2;     0;   -79;   -79;  10.8; drag-lps8-01; 6; 8; 125000; 87
2023-01-06 02:14:37; hka-aqm-n002;  22.93;  41.43;   541;   705;    11;     1;     2;     0;   -77;   -77;  11.8; drag-lps8-01; 7; 8; 125000; 88
2023-01-06 02:29:44; hka-aqm-n002;  22.90;  41.53;   545;   673;    11;     1;     2;     0;   -76;   -76;  10.2; drag-lps8-01; 4; 8; 125000; 89
2023-01-06 02:44:50; hka-aqm-n002;  22.91;  41.40;   541;   695;    11;     1;     2;     0;   -75;   -75;  11.5; drag-lps8-01; 1; 8; 125000; 90
2023-01-06 02:59:58; hka-aqm-n002;  22.92;  41.40;   539;   709;    11;     1;     2;     0;   -75;   -75;   8.5; drag-lps8-01; 5; 8; 125000; 91
