# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-07 00:14:19; hka-aqm-n005;  22.04;  43.16;   504;   718;    13;     2;  -119;  -119; -11.0; drag-lps8-02; 1; 8; 125000; 1601
2022-05-07 00:29:25; hka-aqm-n005;  21.95;  43.25;   504;   727;    12;     1;  -106;  -106;   8.0; drag-outd-01; 6; 8; 125000; 1602
2022-05-07 00:44:31; hka-aqm-n005;  21.86;  43.38;   504;   772;    12;     1;  -115;  -115;  -9.2; drag-lps8-02; 3; 8; 125000; 1603
2022-05-07 00:59:37; hka-aqm-n005;  21.78;  43.68;   504;   758;    12;     1;  -103;  -103;   9.5; drag-outd-01; 0; 8; 125000; 1604
2022-05-07 01:14:43; hka-aqm-n005;  21.72;  43.77;   507;   742;    13;     2;  -112;  -112;  -2.8; drag-lps8-02; 4; 8; 125000; 1605
2022-05-07 01:29:50; hka-aqm-n005;  21.65;  43.87;   507;   698;    13;     2;  -114;  -114;  -1.5; drag-lps8-02; 5; 8; 125000; 1606
2022-05-07 01:44:56; hka-aqm-n005;  21.58;  43.81;   513;   736;    13;     2;   -98;   -98;   7.0; drag-outd-01; 2; 8; 125000; 1607
2022-05-07 02:00:02; hka-aqm-n005;  21.50;  44.00;   511;   681;    12;     1;  -119;  -119; -11.0; drag-lps8-02; 1; 8; 125000; 1608
2022-05-07 02:15:08; hka-aqm-n005;  21.41;  44.20;   513;   658;    12;     1;  -118;  -118;  -5.0; drag-lps8-02; 7; 8; 125000; 1609
2022-05-07 02:30:14; hka-aqm-n005;  21.33;  44.13;   508;   712;    12;     1;  -100;  -100;   8.0; drag-outd-01; 2; 8; 125000; 1610
2022-05-07 02:45:20; hka-aqm-n005;  21.30;  44.10;   509;   710;    13;     2;  -114;  -114;  -7.2; drag-lps8-02; 6; 8; 125000; 1611
2022-05-07 03:00:26; hka-aqm-n005;  21.18;  44.20;   505;   714;    12;     1;  -110;  -110;  -1.0; drag-lps8-02; 4; 8; 125000; 1612
2022-05-07 03:15:33; hka-aqm-n005;  21.20;  44.23;   508;   614;    13;     2;  -105;  -105;   9.5; drag-outd-01; 7; 8; 125000; 1613
2022-05-07 03:30:39; hka-aqm-n005;  21.11;  44.13;   504;   635;    12;     1;  -119;  -119;  -4.8; drag-lps8-02; 0; 8; 125000; 1614
2022-05-07 03:45:45; hka-aqm-n005;  21.02;  44.26;   507;   694;    12;     1;  -114;  -114;  -9.0; drag-lps8-02; 3; 8; 125000; 1615
2022-05-07 04:00:51; hka-aqm-n005;  20.99;  44.16;   513;   606;    12;     1;  -119;  -119; -11.2; drag-lps8-02; 1; 8; 125000; 1616
2022-05-07 04:15:57; hka-aqm-n005;  20.91;  44.20;   507;   625;    13;     1;  -111;  -111;   1.5; drag-lps8-02; 5; 8; 125000; 1617
2022-05-07 04:31:05; hka-aqm-n005;  20.84;  44.13;   513;   627;    12;     1;   -99;   -99;   7.0; drag-outd-01; 2; 8; 125000; 1618
2022-05-07 04:46:11; hka-aqm-n005;  20.76;  44.10;   507;   667;    12;     1;  -117;  -117;  -4.0; drag-lps8-02; 7; 8; 125000; 1619
