# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-12 00:07:51; hka-aqm-n005;  27.06;  33.76;   453;  1713;    13;     1;  -112;  -112;   6.0; drag-outd-01; 4; 8; 125000; 2304
2022-05-12 00:22:57; hka-aqm-n005;  27.03;  33.86;   453;  1660;    12;     1;  -100;  -100;   9.2; drag-outd-01; 6; 8; 125000; 2305
2022-05-12 00:38:03; hka-aqm-n005;  27.02;  33.66;   449;  1540;    12;     1;  -122;  -122;  -8.5; drag-lps8-02; 0; 8; 125000; 2306
2022-05-12 00:53:09; hka-aqm-n005;  26.99;  33.89;   450;  1560;    12;     1;  -114;  -114;  -1.5; drag-lps8-02; 4; 8; 125000; 2307
2022-05-12 01:08:15; hka-aqm-n005;  26.96;  34.06;   450;  1668;    12;     1;  -102;  -102;   3.2; drag-outd-01; 5; 8; 125000; 2308
2022-05-12 01:23:21; hka-aqm-n005;  26.91;  34.22;   450;  1570;    12;     1;  -120;  -120;  -7.2; drag-lps8-02; 7; 8; 125000; 2309
2022-05-12 01:38:28; hka-aqm-n005;  26.89;  34.26;   456;  1582;    12;     1;  -116;  -116; -10.5; drag-lps8-02; 3; 8; 125000; 2310
2022-05-12 01:53:34; hka-aqm-n005;  26.88;  34.46;   450;  1548;    12;     1;  -117;  -117;  -8.8; drag-lps8-02; 1; 8; 125000; 2311
2022-05-12 02:08:40; hka-aqm-n005;  26.84;  34.59;   449;  1524;    12;     1;  -120;  -120; -11.5; drag-lps8-02; 2; 8; 125000; 2312
2022-05-12 02:23:48; hka-aqm-n005;  26.80;  34.79;   454;  1572;    13;     2;  -107;  -107;   6.8; drag-outd-01; 6; 8; 125000; 2313
2022-05-12 02:38:54; hka-aqm-n005;  26.78;  34.82;   447;  1626;    12;     1;  -114;  -114;  -1.8; drag-lps8-02; 4; 8; 125000; 2314
2022-05-12 02:54:01; hka-aqm-n005;  26.73;  35.06;   447;  1566;    12;     1;  -114;  -114;  -9.5; drag-lps8-02; 3; 8; 125000; 2315
2022-05-12 03:09:08; hka-aqm-n005;  26.68;  35.12;   452;  1564;    12;     1;  -116;  -116;  -3.2; drag-lps8-02; 0; 8; 125000; 2316
2022-05-12 03:24:15; hka-aqm-n005;  26.65;  35.19;   447;  1576;    13;     2;  -120;  -120; -10.5; drag-lps8-02; 2; 8; 125000; 2317
2022-05-12 03:39:21; hka-aqm-n005;  26.58;  35.32;   444;  1510;    12;     1;  -108;  -108;   8.2; drag-outd-01; 6; 8; 125000; 2318
2022-05-12 03:54:27; hka-aqm-n005;  26.55;  35.46;   450;  1510;    12;     1;  -117;  -117;  -9.2; drag-lps8-02; 1; 8; 125000; 2319
2022-05-12 04:09:33; hka-aqm-n005;  26.48;  35.59;   447;  1556;    13;     2;  -109;  -109;   4.5; drag-outd-01; 5; 8; 125000; 2320
2022-05-12 04:24:39; hka-aqm-n005;  26.41;  35.72;   450;  1638;    13;     2;  -114;  -114;   2.2; drag-outd-01; 7; 8; 125000; 2321
2022-05-12 04:39:46; hka-aqm-n005;  26.38;  35.86;   454;  1568;    12;     1;  -111;  -111;   4.5; drag-outd-01; 4; 8; 125000; 2322
2022-05-12 04:54:52; hka-aqm-n005;  26.30;  36.02;   454;  1542;    12;     1;  -117;  -117;  -9.0; drag-lps8-02; 1; 8; 125000; 2323
2022-05-12 05:09:58; hka-aqm-n005;  26.24;  36.19;   448;  1547;    12;     1;  -119;  -119;  -9.8; drag-lps8-02; 2; 8; 125000; 2324
2022-05-12 05:25:04; hka-aqm-n005;  26.15;  36.39;   447;  1650;    12;     1;  -112;  -112;  -0.2; drag-lps8-02; 5; 8; 125000; 2325
2022-05-12 05:40:10; hka-aqm-n005;  26.11;  36.55;   447;  1521;    13;     1;  -107;  -107;   8.8; drag-outd-01; 7; 8; 125000; 2326
2022-05-12 05:55:16; hka-aqm-n005;  26.00;  36.75;   455;  1545;    15;     2;  -119;  -119;  -5.2; drag-lps8-02; 0; 8; 125000; 2327
2022-05-12 06:10:22; hka-aqm-n005;  25.90;  36.92;   451;  1571;    18;     3;  -117;  -117; -10.2; drag-lps8-02; 3; 8; 125000; 2328
2022-05-12 06:25:29; hka-aqm-n005;  25.86;  36.98;   453;  1590;    24;     5;  -115;  -115;  -8.2; drag-lps8-02; 6; 8; 125000; 2329
2022-05-12 06:40:35; hka-aqm-n005;  25.84;  37.12;   447;  1534;    23;     5;  -105;  -105;  10.2; drag-outd-01; 3; 8; 125000; 2330
2022-05-12 06:55:41; hka-aqm-n005;  25.83;  37.15;   453;  1578;    22;     5;  -109;  -109;   3.5; drag-outd-01; 0; 8; 125000; 2331
2022-05-12 07:10:48; hka-aqm-n005;  25.82;  37.32;   444;  1508;    25;     6;  -118;  -118; -10.2; drag-lps8-02; 1; 8; 125000; 2332
2022-05-12 07:25:54; hka-aqm-n005;  25.81;  37.38;   448;  1575;    32;     8;  -109;  -109;   7.0; drag-outd-01; 6; 8; 125000; 2333
2022-05-12 07:41:01; hka-aqm-n005;  25.82;  37.45;   448;  1504;    36;    10;  -118;  -118;  -3.5; drag-lps8-02; 5; 8; 125000; 2334
2022-05-12 07:56:08; hka-aqm-n005;  25.76;  37.58;   446;  1489;    46;    13;  -111;  -111;   4.2; drag-outd-01; 4; 8; 125000; 2335
2022-05-12 08:11:15; hka-aqm-n005;  25.79;  37.65;   444;  1550;    71;    22;  -124;  -124; -11.0; drag-lps8-02; 7; 8; 125000; 2336
2022-05-12 08:26:21; hka-aqm-n005;  25.86;  37.48;   444;  1511;    66;    20;  -104;  -104;   6.5; drag-outd-01; 2; 8; 125000; 2337
2022-05-12 08:41:28; hka-aqm-n005;  25.90;  37.45;   444;  1545;    76;    24;  -101;  -101;  10.5; drag-outd-01; 1; 8; 125000; 2338
