# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-02 08:53:32; hka-aqm-n005;  20.15;  41.76;   483;   768;    48;    11;  -106;  -106;   3.0; drag-lps8-02; 5; 8; 125000; 918
2022-05-02 09:08:41; hka-aqm-n005;  20.23;  41.66;   480;   739;    51;    12;   -99;   -99;  10.2; drag-outd-01; 4; 8; 125000; 919
2022-05-02 09:23:47; hka-aqm-n005;  20.34;  41.59;   477;   740;    51;    12;  -111;  -111;   2.0; drag-lps8-02; 0; 8; 125000; 920
2022-05-02 09:38:53; hka-aqm-n005;  20.33;  41.53;   481;   737;    57;    14;   -99;   -99;   7.8; drag-outd-01; 2; 8; 125000; 921
2022-05-02 09:54:01; hka-aqm-n005;  20.42;  41.46;   482;   724;    79;    24;   -93;   -93;   7.0; drag-outd-01; 5; 8; 125000; 922
2022-05-02 10:09:07; hka-aqm-n005;  20.58;  40.94;   483;   729;    85;    27;   -95;   -95;   8.0; drag-outd-01; 2; 8; 125000; 923
2022-05-02 10:24:14; hka-aqm-n005;  20.74;  40.87;   477;   749;   111;    35;  -111;  -111;   0.5; drag-lps8-02; 0; 8; 125000; 924
2022-05-02 10:39:20; hka-aqm-n005;  20.99;  40.15;   474;   767;   102;    33;   -99;   -99;   9.8; drag-outd-01; 4; 8; 125000; 925
2022-05-02 10:54:27; hka-aqm-n005;  21.14;  40.02;   481;   727;   113;    36;  -103;  -103;   8.8; drag-outd-01; 3; 8; 125000; 926
2022-05-02 11:09:33; hka-aqm-n005;  21.35;  39.53;   471;   725;   139;    44;  -108;  -108;  -1.5; drag-lps8-02; 6; 8; 125000; 927
2022-05-02 11:24:42; hka-aqm-n005;  21.58;  38.90;   471;   724;    99;    28;  -101;  -101;  10.5; drag-outd-01; 7; 8; 125000; 928
2022-05-02 11:39:48; hka-aqm-n005;  21.82;  38.11;   473;   695;   415;   141;  -111;  -111;  -4.0; drag-lps8-02; 1; 8; 125000; 929
2022-05-02 11:54:54; hka-aqm-n005;  23.24;  35.62;   472;   747;   522;   178;  -109;  -109;   1.0; drag-lps8-02; 7; 8; 125000; 930
2022-05-02 12:10:00; hka-aqm-n005;  24.48;  32.92;   475;   796;   547;   188;  -112;  -112;  -3.5; drag-lps8-02; 2; 8; 125000; 931
2022-05-02 12:25:06; hka-aqm-n005;  25.29;  31.51;   471;   790;   891;   297;  -103;  -103;  10.8; drag-outd-01; 3; 8; 125000; 932
2022-05-02 12:31:01; hka-aqm-n005;  25.43;  31.58;   469;   777;   812;   272;  -111;  -111;  -3.0; drag-lps8-02; 5; 8; 125000; 933
2022-05-02 12:31:20; hka-aqm-n005;  25.44;  31.44;   469;   792;   719;   245;  -101;  -101;  11.0; drag-outd-01; 0; 8; 125000; 934
2022-05-02 12:31:41; hka-aqm-n005;  25.42;  31.31;   469;   792;   615;   214;  -116;  -116;  -8.0; drag-lps8-02; 1; 8; 125000; 935
2022-05-02 12:32:00; hka-aqm-n005;  25.43;  31.44;   469;   762;   529;   189;  -101;  -101;  11.2; drag-outd-01; 4; 8; 125000; 936
2022-05-02 12:32:20; hka-aqm-n005;  25.44;  31.51;   469;   851;   464;   169;  -102;  -102;  10.0; drag-outd-01; 6; 8; 125000; 937
2022-05-02 12:36:42; hka-aqm-n005;  25.16;  31.54;   476;   773;   182;    58;  -107;  -107;   3.8; drag-lps8-02; 4; 8; 125000; 938
2022-05-02 12:51:48; hka-aqm-n005;  24.76;  32.45;   468;   842;   155;    52;  -108;  -108;  -3.8; drag-lps8-02; 3; 8; 125000; 939
2022-05-02 13:06:54; hka-aqm-n005;  24.35;  33.19;   471;   841;   128;    44;  -105;  -105;   8.5; drag-outd-01; 7; 8; 125000; 940
2022-05-02 13:22:02; hka-aqm-n005;  23.98;  33.82;   471;   766;   121;    45;  -113;  -113;  -5.2; drag-lps8-02; 1; 8; 125000; 941
2022-05-02 13:31:01; hka-aqm-n005;  23.78;  34.19;   470;   811;    64;    17;  -113;  -113;   0.5; drag-lps8-02; 0; 8; 125000; 942
2022-05-02 13:46:07; hka-aqm-n005;  23.57;  34.56;   466;   751;   153;    58;  -108;  -108;  -2.0; drag-lps8-02; 6; 8; 125000; 943
2022-05-02 13:57:40; hka-aqm-n005;  23.44;  34.99;   469;   787;   266;    80;  -105;  -105;   4.2; drag-lps8-02; 5; 8; 125000; 944
2022-05-02 14:11:01; hka-aqm-n005;  23.81;  38.54;   850;  1482;   298;    66;   -94;   -94;   7.2; drag-outd-01; 2; 8; 125000; 945
2022-05-02 14:12:21; hka-aqm-n005;  23.83;  38.31;   851;  1424;   348;    88;  -105;  -105;   9.0; drag-outd-01; 3; 8; 125000; 946
2022-05-02 14:16:02; hka-aqm-n005;  23.92;  38.57;   882;  1580;   262;    49;  -115;  -115;  -4.0; drag-lps8-02; 7; 8; 125000; 947
2022-05-02 14:20:22; hka-aqm-n005;  24.02;  39.95;   979;  1730;   313;    92;  -115;  -115;  -4.0; drag-lps8-02; 4; 8; 125000; 948
2022-05-02 14:20:42; hka-aqm-n005;  24.01;  39.53;   994;  1723;   214;    47;  -105;  -105;   6.2; drag-outd-01; 5; 8; 125000; 949
2022-05-02 14:23:22; hka-aqm-n005;  24.09;  39.59;  1021;  1736;   323;    96;  -100;  -100;   8.2; drag-outd-01; 2; 8; 125000; 950
2022-05-02 14:23:41; hka-aqm-n005;  24.08;  39.43;  1023;  1726;   243;    60;  -115;  -115;  -7.2; drag-lps8-02; 1; 8; 125000; 951
2022-05-02 14:24:02; hka-aqm-n005;  24.09;  39.26;  1007;  1692;   342;   103;  -116;  -116;  -4.0; drag-lps8-02; 0; 8; 125000; 952
2022-05-02 14:24:21; hka-aqm-n005;  24.08;  39.07;   975;  1624;   350;   109;  -113;  -113;  -5.8; drag-lps8-02; 6; 8; 125000; 953
2022-05-02 14:26:01; hka-aqm-n005;  24.03;  39.00;   913;  1466;   262;    68;  -118;  -118;  -9.5; drag-lps8-02; 2; 8; 125000; 954
2022-05-02 14:27:02; hka-aqm-n005;  23.98;  38.57;   903;  1389;   325;    95;  -101;  -101;   3.8; drag-outd-01; 5; 8; 125000; 955
2022-05-02 14:28:01; hka-aqm-n005;  24.02;  38.77;   897;  1379;   276;    75;  -108;  -108;   7.8; drag-outd-01; 6; 8; 125000; 956
2022-05-02 14:39:21; hka-aqm-n005;  23.86;  38.77;   757;  1071;   333;    97;  -118;  -118; -10.5; drag-lps8-02; 1; 8; 125000; 957
