# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-16 00:06:53; hka-aqm-n005;  25.44;  35.89;   426;   680;    13;     1;  -103;  -103;   8.0; drag-outd-01; 1; 8; 125000; 2885
2022-05-16 00:21:59; hka-aqm-n005;  25.36;  36.06;   427;   671;    12;     1;  -107;  -107;   6.8; drag-outd-01; 3; 8; 125000; 2886
2022-05-16 00:37:06; hka-aqm-n005;  25.26;  36.32;   429;   662;    12;     1;  -103;  -103;   7.5; drag-outd-01; 2; 8; 125000; 2887
2022-05-16 00:52:12; hka-aqm-n005;  25.20;  36.49;   433;   665;    12;     1;  -120;  -120;  -7.8; drag-lps8-02; 4; 8; 125000; 2888
2022-05-16 01:07:19; hka-aqm-n005;  25.12;  36.59;   439;   654;    12;     1;  -122;  -122;  -7.5; drag-lps8-02; 0; 8; 125000; 2889
2022-05-16 01:22:26; hka-aqm-n005;  25.07;  36.79;   432;   656;    12;     1;  -118;  -118;  -4.5; drag-lps8-02; 4; 8; 125000; 2890
2022-05-16 01:37:32; hka-aqm-n005;  25.02;  36.92;   432;   629;    12;     1;   -99;   -99;   9.8; drag-outd-01; 0; 8; 125000; 2891
2022-05-16 01:52:38; hka-aqm-n005;  24.98;  36.95;   433;   624;    12;     1;  -119;  -119; -12.2; drag-lps8-02; 6; 8; 125000; 2892
2022-05-16 02:07:44; hka-aqm-n005;  24.93;  37.05;   432;   627;    12;     1;  -111;  -111;   8.2; drag-outd-01; 3; 8; 125000; 2893
2022-05-16 02:22:51; hka-aqm-n005;  24.93;  37.05;   434;   605;    13;     2;   -99;   -99;   8.2; drag-outd-01; 1; 8; 125000; 2894
2022-05-16 02:37:57; hka-aqm-n005;  24.90;  37.12;   432;   617;    12;     1;  -108;  -108;   7.5; drag-outd-01; 7; 8; 125000; 2895
2022-05-16 02:53:03; hka-aqm-n005;  24.84;  37.25;   436;   626;    12;     1;  -103;  -103;   6.8; drag-outd-01; 2; 8; 125000; 2896
