# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-04-05 14:03:38; hka-aqm-n005;  21.24;  30.70; 10022;  5755;   303;    50;  -122;  -122;  -3.2; drag-outd-01; 2; 7; 125000; 1
2022-04-05 14:06:42; hka-aqm-n005;  21.72;  31.00;   456;   450;   958;    98;   -63;   -63;  10.2; drag-lps8-01; 1; 7; 125000; 1
2022-04-05 14:08:21; hka-aqm-n005;  21.95;  30.19;   470;   450;   430;    45;   -57;   -57;  10.2; drag-lps8-01; 3; 7; 125000; 2
2022-04-05 14:08:42; hka-aqm-n005;  22.09;  30.77;   471;   450;   781;    79;   -54;   -54;   9.2; drag-lps8-01; 4; 7; 125000; 3
2022-04-05 14:09:03; hka-aqm-n005;  22.16;  30.23;   472;   450;   946;    96;   -60;   -60;   8.8; drag-lps8-01; 1; 7; 125000; 4
2022-04-05 14:10:02; hka-aqm-n005;  22.18;  29.89;   478;   450;   759;    77;   -63;   -63;   9.5; drag-lps8-01; 7; 7; 125000; 5
2022-04-05 14:10:22; hka-aqm-n005;  22.29;  29.65;   477;   450;   939;    95;   -61;   -61;   7.5; drag-lps8-01; 5; 7; 125000; 6
2022-04-05 14:10:42; hka-aqm-n005;  22.38;  29.96;   477;   450;   227;    25;   -58;   -58;   9.0; drag-lps8-01; 0; 7; 125000; 7
2022-04-05 14:11:03; hka-aqm-n005;  22.50;  29.42;   477;   450;    92;    12;   -57;   -57;   9.5; drag-lps8-01; 6; 7; 125000; 8
2022-04-05 14:11:22; hka-aqm-n005;  22.50;  29.52;   477;   450;   967;    97;   -57;   -57;   7.5; drag-lps8-01; 2; 7; 125000; 9
2022-04-05 14:12:00; hka-aqm-n005;  22.53;  29.21;   477;   450;   965;    97;   -64;   -64;   8.5; drag-lps8-01; 4; 7; 125000; 10
2022-04-05 14:12:22; hka-aqm-n005;  22.63;  28.87;   478;   450;   846;    84;   -65;   -65;   9.2; drag-lps8-01; 3; 7; 125000; 11
2022-04-05 14:12:43; hka-aqm-n005;  22.67;  28.87;   479;   450;   772;    78;   -61;   -61;   8.2; drag-lps8-01; 6; 7; 125000; 12
2022-04-05 14:13:22; hka-aqm-n005;  22.80;  28.67;   477;   450;   622;    63;   -61;   -61;   7.5; drag-lps8-01; 5; 7; 125000; 13
2022-04-05 14:13:42; hka-aqm-n005;  22.81;  28.91;   478;   450;   965;    97;   -61;   -61;  10.2; drag-lps8-01; 1; 7; 125000; 14
2022-04-05 14:15:50; hka-aqm-n005;  23.11;  28.30;   483;   450;   962;    97;  -126;  -126;  -5.5; drag-outd-01; 4; 7; 125000; 1
2022-04-05 14:46:03; hka-aqm-n005;  24.56;  26.22;   498;   536;   963;    96;   -60;   -60;   9.5; drag-lps8-01; 0; 7; 125000; 3
2022-04-05 15:01:11; hka-aqm-n005;  25.03;  25.95;   508;   552;   833;    84;   -55;   -55;   9.5; drag-lps8-01; 7; 7; 125000; 4
2022-04-05 15:16:18; hka-aqm-n005;  25.08;  25.40;   516;   636;   748;    76;   -50;   -50;   6.5; drag-lps8-01; 5; 7; 125000; 5
