# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-13 00:10:58; hka-aqm-n005;  25.85;  40.48;   440;  1442;    12;     1;  -105;  -105;   7.2; drag-outd-01; 6; 8; 125000; 2499
2022-05-13 00:26:04; hka-aqm-n005;  25.80;  40.71;   442;  1413;    13;     2;  -117;  -117;  -9.8; drag-lps8-02; 1; 8; 125000; 2500
2022-05-13 00:41:12; hka-aqm-n005;  25.81;  40.61;   440;  1411;    12;     1;  -115;  -115;  -8.2; drag-lps8-02; 2; 8; 125000; 2501
2022-05-13 00:56:18; hka-aqm-n005;  25.74;  40.54;   438;  1415;    13;     1;  -111;  -111;   6.0; drag-outd-01; 4; 8; 125000; 2502
2022-05-13 01:11:24; hka-aqm-n005;  25.80;  40.68;   440;  1416;    12;     1;  -109;  -109;   8.0; drag-outd-01; 0; 8; 125000; 2503
2022-05-13 01:26:31; hka-aqm-n005;  25.74;  40.74;   438;  1475;    13;     2;  -116;  -116;  -5.5; drag-lps8-02; 7; 8; 125000; 2504
2022-05-13 01:41:38; hka-aqm-n005;  25.73;  40.68;   438;  1411;    13;     2;  -113;  -113;  -2.2; drag-lps8-02; 5; 8; 125000; 2505
2022-05-13 01:56:44; hka-aqm-n005;  25.68;  40.81;   438;  1451;    12;     1;  -110;  -110;   4.8; drag-outd-01; 4; 8; 125000; 2506
2022-05-13 02:11:50; hka-aqm-n005;  25.65;  40.87;   438;  1436;    12;     1;  -114;  -114;   4.0; drag-outd-01; 7; 8; 125000; 2507
2022-05-13 02:26:56; hka-aqm-n005;  25.67;  41.10;   439;  1396;    13;     2;  -116;  -116;  -8.8; drag-lps8-02; 1; 8; 125000; 2508
2022-05-13 02:42:02; hka-aqm-n005;  25.62;  41.20;   438;  1390;    12;     1;  -112;  -112;  -0.2; drag-lps8-02; 5; 8; 125000; 2509
2022-05-13 02:57:08; hka-aqm-n005;  25.58;  41.17;   441;  1382;    12;     1;  -105;  -105;   7.0; drag-outd-01; 2; 8; 125000; 2510
2022-05-13 03:12:14; hka-aqm-n005;  25.54;  41.43;   439;  1382;    12;     1;  -117;  -117; nan; drag-outd-01; 6; 8; 125000; 2511
2022-05-13 03:27:21; hka-aqm-n005;  25.51;  41.46;   441;  1359;    12;     1;  -116;  -116; -10.8; drag-lps8-02; 3; 8; 125000; 2512
