# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-04-07 13:32:00; hka-aqm-n005;  21.02;  40.22;   373;   450;   996;   108;   -49;   -49;   6.8; drag-lps8-01; 5; 7; 125000; 2
2022-04-07 13:47:06; hka-aqm-n005;  22.68;  37.35;   406;   455;  1060;   105;   -53;   -53;  10.0; drag-lps8-01; 1; 7; 125000; 3
2022-04-07 14:02:12; hka-aqm-n005;  23.60;  36.42;   423;   492;  1060;   105;   -58;   -58;   9.2; drag-lps8-01; 7; 7; 125000; 4
2022-04-07 14:17:19; hka-aqm-n005;  24.07;  36.12;   426;   546;  1078;   107;   -55;   -55;   9.0; drag-lps8-01; 4; 7; 125000; 5
2022-04-07 14:32:25; hka-aqm-n005;  24.24;  35.06;   417;   588;  1023;   102;   -60;   -60;   9.8; drag-lps8-01; 0; 7; 125000; 6
2022-04-07 14:47:21; hka-aqm-n005;  24.40;  34.16;   420;   547;   737;    73;   -69;   -69;   9.2; drag-lps8-01; 6; 7; 125000; 7
2022-04-07 14:47:42; hka-aqm-n005;  24.43;  34.26;   420;   546;   821;    83;   -69;   -69;   6.8; drag-lps8-01; 2; 7; 125000; 8
2022-04-07 14:49:01; hka-aqm-n005;  24.52;  34.06;   417;   551;   646;    64;   -61;   -61;   9.8; drag-lps8-01; 3; 7; 125000; 9
2022-04-07 14:49:21; hka-aqm-n005;  24.59;  33.99;   417;   554;   776;    77;   -58;   -58;   8.5; drag-lps8-01; 1; 7; 125000; 10
2022-04-07 15:04:28; hka-aqm-n005;  24.64;  33.45;   412;   564;   809;    81;   -65;   -65;  10.0; drag-lps8-01; 0; 7; 125000; 11
2022-04-07 15:07:22; hka-aqm-n005;  24.62;  33.49;   409;   544;   433;    44;   -61;   -61;   9.8; drag-lps8-01; 3; 7; 125000; 12
2022-04-07 15:07:42; hka-aqm-n005;  24.64;  34.19;   408;   548;   785;    77;   -59;   -59;   9.5; drag-lps8-01; 4; 7; 125000; 13
2022-04-07 15:08:02; hka-aqm-n005;  24.70;  33.55;   409;   548;   337;    33;   -70;   -70;   9.0; drag-lps8-01; 7; 7; 125000; 14
2022-04-07 15:09:41; hka-aqm-n005;  24.90;  33.19;   415;   568;   512;    51;   -59;   -59;   7.0; drag-lps8-01; 2; 7; 125000; 15
2022-04-07 15:10:21; hka-aqm-n005;  24.96;  32.99;   412;   560;   783;    77;   -59;   -59;   7.0; drag-lps8-01; 5; 7; 125000; 16
