# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-09 00:06:46; hka-aqm-n005;  23.35;  40.64;   451;   775;    12;     1;  -112;  -112;   4.5; drag-outd-01; 4; 8; 125000; 1954
2022-05-09 00:21:52; hka-aqm-n005;  23.27;  40.87;   450;   727;    12;     1;  -112;  -112;  -1.2; drag-lps8-02; 5; 8; 125000; 1955
2022-05-09 00:36:59; hka-aqm-n005;  23.16;  41.26;   450;   722;    13;     2;  -102;  -102;   7.8; drag-outd-01; 2; 8; 125000; 1956
2022-05-09 00:52:05; hka-aqm-n005;  23.06;  41.56;   452;   707;    12;     1;  -120;  -120; -13.5; drag-lps8-02; 1; 8; 125000; 1957
2022-05-09 01:07:13; hka-aqm-n005;  22.95;  41.59;   453;   693;    12;     1;  -105;  -105;   9.0; drag-outd-01; 0; 8; 125000; 1958
2022-05-09 01:22:19; hka-aqm-n005;  22.82;  42.05;   453;   675;    12;     1;  -105;  -105;   9.0; drag-outd-01; 7; 8; 125000; 1959
2022-05-09 01:37:25; hka-aqm-n005;  22.73;  42.34;   455;   778;    12;     1;  -115;  -115;   2.8; drag-outd-01; 3; 8; 125000; 1960
2022-05-09 01:52:33; hka-aqm-n005;  22.72;  42.51;   455;   725;    13;     2;  -114;  -114;  -7.8; drag-lps8-02; 6; 8; 125000; 1961
2022-05-09 02:07:39; hka-aqm-n005;  22.64;  42.64;   458;   743;    12;     1;  -113;  -113;  -1.8; drag-lps8-02; 4; 8; 125000; 1962
2022-05-09 02:22:46; hka-aqm-n005;  22.55;  42.93;   460;   693;    12;     1;  -107;  -107;   7.0; drag-outd-01; 6; 8; 125000; 1963
2022-05-09 02:37:52; hka-aqm-n005;  22.47;  43.03;   456;   707;    12;     1;  -109;  -109;   4.8; drag-outd-01; 5; 8; 125000; 1964
