# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-07-23 00:09:55; hka-aqm-n112;  23.18;  46.85;   467;  1284;    26;     2;     2;     0;  -135;  -135; -14.0; drag-lps8-01; 3; 10; 125000; 17828
2023-07-23 00:40:08; hka-aqm-n112;  23.19;  46.72;   463;  1317;    27;     3;     2;     0;  -134;  -134; -12.8; drag-lps8-01; 4; 10; 125000; 17830
2023-07-23 00:55:15; hka-aqm-n112;  23.19;  46.97;   467;  1313;    26;     2;     2;     0;  -134;  -134; -13.8; drag-lps8-01; 6; 10; 125000; 17831
2023-07-23 01:11:02; hka-aqm-n112;  23.17;  46.81;   469;  1337;    26;     2;     2;     0;  -133;  -133; -13.2; drag-lps8-01; 3; 10; 125000; 17833
2023-07-23 01:27:31; hka-aqm-n112;  23.18;  46.72;   461;  1374;    26;     2;     1;     0;  -136;  -136; -15.5; drag-lps8-01; 0; 10; 125000; 17834
2023-07-23 01:44:00; hka-aqm-n112;  23.16;  46.81;   459;  1351;    26;     2;     2;     0;  -133;  -133; -13.2; drag-lps8-01; 5; 10; 125000; 17835
2023-07-23 02:01:10; hka-aqm-n112;  23.12;  47.39;   465;  1351;    26;     2;     2;     0;  -134;  -134; -13.5; drag-lps8-01; 7; 10; 125000; 17836
2023-07-23 02:16:58; hka-aqm-n112;  23.09;  47.81;   476;  1346;    26;     2;     2;     0;  -137;  -137; -15.8; drag-lps8-01; 0; 10; 125000; 17837
2023-07-23 02:33:27; hka-aqm-n112;  23.09;  48.16;   482;  1326;    29;     5;     2;     0;  -133;  -133; -12.8; drag-lps8-01; 5; 10; 125000; 17838
2023-07-23 02:49:56; hka-aqm-n112;  23.05;  48.45;   474;  1332;    26;     2;     2;     0;  -136;  -136; -14.5; drag-lps8-01; 0; 10; 125000; 17839
2023-07-23 03:06:24; hka-aqm-n112;  23.05;  48.26;   476;  1294;    26;     2;     2;     0;  -134;  -134; -13.8; drag-lps8-01; 6; 10; 125000; 17840
2023-07-23 03:22:55; hka-aqm-n112;  23.06;  48.23;   474;  1303;    26;     2;     2;     0;  -132;  -132; -12.0; drag-lps8-01; 4; 10; 125000; 17841
2023-07-23 03:40:05; hka-aqm-n112;  23.02;  48.51;   467;  1258;    29;     5;     2;     0;  -138;  -138; -15.0; drag-lps8-01; 0; 10; 125000; 17842
2023-07-23 03:55:53; hka-aqm-n112;  23.05;  48.83;   469;  1214;    29;     5;     2;     0;  -138;  -138; -15.5; drag-lps8-01; 0; 10; 125000; 17844
2023-07-23 04:11:41; hka-aqm-n112;  23.04;  48.90;   471;  1196;    26;     2;     2;     0;  -134;  -134; -14.0; drag-lps8-01; 3; 10; 125000; 17845
2023-07-23 04:27:28; hka-aqm-n112;  23.04;  48.90;   464;  1239;    26;     2;     2;     0;  -134;  -134; -12.8; drag-lps8-01; 5; 10; 125000; 17846
2023-07-23 04:43:16; hka-aqm-n112;  23.06;  48.93;   453;  1252;    29;     5;     2;     0;  -136;  -136; -14.5; drag-lps8-01; 7; 10; 125000; 17847
2023-07-23 04:59:04; hka-aqm-n112;  23.07;  49.03;   450;  1199;    26;     2;     2;     0;  -134;  -134; -14.0; drag-lps8-01; 3; 10; 125000; 17848
2023-07-23 05:14:54; hka-aqm-n112;  23.04;  49.09;   450;  1254;    26;     2;     2;     0;  -131;  -131; -12.2; drag-lps8-01; 4; 10; 125000; 17849
2023-07-23 05:30:42; hka-aqm-n112;  23.04;  49.34;   453;  1315;    27;     3;     2;     0;  -138;  -138; -14.8; drag-lps8-01; 0; 10; 125000; 17850
2023-07-23 05:47:11; hka-aqm-n112;  23.00;  49.50;   456;  1276;    27;     3;     1;     0;  -136;  -136; -15.5; drag-lps8-01; 0; 10; 125000; 17851
2023-07-23 06:03:01; hka-aqm-n112;  23.02;  49.66;   457;  1301;    28;     3;     2;     0;  -134;  -134; -14.5; drag-lps8-01; 6; 10; 125000; 17852
2023-07-23 06:18:08; hka-aqm-n112;  23.00;  49.95;   466;  1260;    28;     3;     2;     0;  -131;  -131; -12.0; drag-lps8-01; 5; 10; 125000; 17853
2023-07-23 06:33:56; hka-aqm-n112;  23.00;  49.98;   463;  1323;    43;     8;     2;     0;  -134;  -134; -14.2; drag-lps8-01; 7; 10; 125000; 17854
2023-07-23 07:04:50; hka-aqm-n112;  22.96;  49.79;   471;  1234;    31;     4;     2;     0;  -136;  -136; -14.5; drag-lps8-01; 7; 10; 125000; 17857
2023-07-23 07:19:56; hka-aqm-n112;  23.00;  49.44;   461;  1215;    29;     3;     2;     0;  -136;  -136; -14.8; drag-lps8-01; 0; 10; 125000; 17858
2023-07-23 07:35:03; hka-aqm-n112;  23.03;  49.15;   452;  1166;    31;     5;     2;     0;  -134;  -134; -14.0; drag-lps8-01; 6; 10; 125000; 17859
2023-07-23 07:50:09; hka-aqm-n112;  23.07;  48.51;   451;  1170;    29;     3;     2;     0;  -135;  -135; -13.8; drag-lps8-01; 3; 10; 125000; 17860
2023-07-23 08:35:29; hka-aqm-n112;  23.18;  47.68;   445;  1170;    32;     4;     2;     0;  -134;  -134; -13.5; drag-lps8-01; 4; 10; 125000; 17863
2023-07-23 08:50:36; hka-aqm-n112;  23.26;  47.74;   448;  1137;    32;     6;     2;     0;  -134;  -134; -13.0; drag-lps8-01; 5; 10; 125000; 17864
2023-07-23 09:20:49; hka-aqm-n112;  23.33;  47.81;   440;  1166;    30;     4;     2;     0;  -136;  -136; -15.0; drag-lps8-01; 7; 10; 125000; 17866
2023-07-23 09:51:02; hka-aqm-n112;  23.51;  47.78;   444;  1075;    33;     5;     2;     0;  -133;  -133; -13.0; drag-lps8-01; 5; 10; 125000; 17868
2023-07-23 10:21:15; hka-aqm-n112;  23.36;  47.55;   441;  1077;    36;     7;     2;     0;  -134;  -134; -14.0; drag-lps8-01; 6; 10; 125000; 17870
2023-07-23 10:36:22; hka-aqm-n112;  23.27;  48.48;   434;  1041;    33;     5;     2;     0;  -134;  -134; -14.0; drag-lps8-01; 3; 10; 125000; 17871
2023-07-23 10:52:09; hka-aqm-n112;  23.18;  48.80;   434;  1008;    36;     7;     2;     0;  -134;  -134; -13.0; drag-lps8-01; 5; 10; 125000; 17873
2023-07-23 11:09:22; hka-aqm-n112;  23.19;  48.55;   431;  1068;    40;     9;     2;     0;  -134;  -134; -13.8; drag-lps8-01; 6; 10; 125000; 17874
2023-07-23 11:25:09; hka-aqm-n112;  23.20;  48.19;   425;   979;    37;     6;     2;     0;  -135;  -135; -14.8; drag-lps8-01; 3; 10; 125000; 17875
2023-07-23 11:41:39; hka-aqm-n112;  23.19;  48.45;   421;  1020;    33;     5;     2;     0;  -133;  -133; -13.8; drag-lps8-01; 3; 10; 125000; 17876
2023-07-23 11:58:08; hka-aqm-n112;  23.22;  48.83;   420;  1016;    38;     7;     2;     0;  -134;  -134; -14.0; drag-lps8-01; 6; 10; 125000; 17877
