# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-03 00:10:09; hka-aqm-n005;  21.56;  43.16;   534;   999;    12;     1;  -122;  -122;  -9.2; drag-lps8-02; 7; 8; 125000; 1053
2022-05-03 00:25:15; hka-aqm-n005;  21.48;  43.19;   534;  1008;    13;     1;  -111;  -111;  -0.2; drag-lps8-02; 4; 8; 125000; 1054
2022-05-03 00:40:23; hka-aqm-n005;  21.38;  43.48;   535;  1015;    12;     1;  -115;  -115;  -8.8; drag-lps8-02; 3; 8; 125000; 1055
2022-05-03 00:55:29; hka-aqm-n005;  21.31;  43.61;   533;  1015;    12;     1;   -98;   -98;   8.2; drag-outd-01; 2; 8; 125000; 1056
2022-05-03 01:10:36; hka-aqm-n005;  21.23;  43.74;   534;  1033;    12;     1;  -100;  -100;  10.2; drag-outd-01; 1; 8; 125000; 1057
2022-05-03 01:25:44; hka-aqm-n005;  21.18;  43.74;   531;   922;    12;     1;  -116;  -116;  -8.5; drag-lps8-02; 6; 8; 125000; 1058
2022-05-03 01:40:51; hka-aqm-n005;  21.11;  43.94;   538;   975;    12;     1;   -98;   -98;   7.0; drag-outd-01; 1; 8; 125000; 1059
2022-05-03 01:55:57; hka-aqm-n005;  21.07;  44.00;   535;   905;    12;     1;  -104;  -104;   8.5; drag-outd-01; 4; 8; 125000; 1060
2022-05-03 02:11:05; hka-aqm-n005;  21.06;  43.94;   533;   889;    12;     1;  -126;  -126; -10.8; drag-lps8-02; 0; 8; 125000; 1061
2022-05-03 02:26:11; hka-aqm-n005;  21.00;  43.97;   534;   921;    12;     1;  -120;  -120;  -6.8; drag-lps8-02; 7; 8; 125000; 1062
2022-05-03 02:41:17; hka-aqm-n005;  20.95;  44.07;   533;   856;    12;     1;  -115;  -115;  -9.0; drag-lps8-02; 3; 8; 125000; 1063
2022-05-03 02:56:24; hka-aqm-n005;  20.90;  44.16;   530;   893;    12;     1;  -101;  -101;   1.5; drag-outd-01; 5; 8; 125000; 1064
2022-05-03 03:11:30; hka-aqm-n005;  20.80;  44.26;   532;   890;    12;     1;   -98;   -98;   8.2; drag-outd-01; 2; 8; 125000; 1065
2022-05-03 03:26:37; hka-aqm-n005;  20.75;  44.33;   531;   913;    12;     1;  -123;  -123; -10.0; drag-lps8-02; 0; 8; 125000; 1066
2022-05-03 03:41:43; hka-aqm-n005;  20.70;  44.33;   533;   842;    12;     1;  -103;  -103;  10.2; drag-outd-01; 7; 8; 125000; 1067
2022-05-03 03:56:50; hka-aqm-n005;  20.59;  44.39;   531;   828;    12;     1;   -98;   -98;   7.0; drag-outd-01; 2; 8; 125000; 1068
2022-05-03 04:11:56; hka-aqm-n005;  20.53;  44.39;   539;   855;    12;     1;  -116;  -116;  -9.0; drag-lps8-02; 6; 8; 125000; 1069
2022-05-03 04:27:02; hka-aqm-n005;  20.44;  44.59;   531;   817;    12;     1;   -99;   -99;   9.8; drag-outd-01; 4; 8; 125000; 1070
2022-05-03 04:42:08; hka-aqm-n005;  20.36;  44.62;   528;   799;    12;     1;  -103;  -103;   6.8; drag-outd-01; 5; 8; 125000; 1071
2022-05-03 04:57:14; hka-aqm-n005;  20.34;  44.59;   528;   735;    12;     1;  -100;  -100;  10.0; drag-outd-01; 1; 8; 125000; 1072
2022-05-03 05:12:20; hka-aqm-n005;  20.28;  44.55;   530;   704;    13;     1;  -108;  -108;   9.2; drag-outd-01; 3; 8; 125000; 1073
2022-05-03 05:27:26; hka-aqm-n005;  20.27;  44.46;   528;   808;    12;     1;  -103;  -103;  10.2; drag-outd-01; 6; 8; 125000; 1074
2022-05-03 05:42:33; hka-aqm-n005;  20.25;  44.16;   525;   739;    13;     2;  -101;  -101;   8.5; drag-outd-01; 0; 8; 125000; 1075
2022-05-03 05:57:39; hka-aqm-n005;  20.19;  44.20;   525;   733;    13;     1;  -115;  -115;  -2.8; drag-lps8-02; 5; 8; 125000; 1076
2022-05-03 06:12:45; hka-aqm-n005;  20.12;  44.39;   529;   741;    16;     3;  -105;  -105;   9.5; drag-outd-01; 4; 8; 125000; 1077
2022-05-03 06:27:51; hka-aqm-n005;  20.07;  44.46;   528;   756;    18;     3;  -121;  -121;  -7.8; drag-lps8-02; 7; 8; 125000; 1078
2022-05-03 06:42:57; hka-aqm-n005;  20.03;  44.36;   526;   729;    21;     4;  -108;  -108;   8.2; drag-outd-01; 3; 8; 125000; 1079
2022-05-03 06:58:05; hka-aqm-n005;  20.02;  44.39;   524;   711;    25;     5;   -98;   -98;   8.0; drag-outd-01; 2; 8; 125000; 1080
2022-05-03 07:13:11; hka-aqm-n005;  20.07;  44.36;   525;   705;    29;     6;  -101;  -101;  10.0; drag-outd-01; 1; 8; 125000; 1081
2022-05-03 07:28:17; hka-aqm-n005;  20.16;  44.20;   519;   753;    31;     7;  -100;  -100;   7.8; drag-outd-01; 2; 8; 125000; 1082
2022-05-03 07:43:26; hka-aqm-n005;  20.36;  43.87;   523;   781;    35;     8;  -100;  -100;   9.8; drag-outd-01; 0; 8; 125000; 1083
2022-05-03 07:58:32; hka-aqm-n005;  20.49;  43.51;   520;   758;    39;     9;  -114;  -114;  -3.5; drag-lps8-02; 5; 8; 125000; 1084
2022-05-03 08:13:38; hka-aqm-n005;  20.58;  43.32;   521;   769;    42;    10;   -99;   -99;   9.5; drag-outd-01; 1; 8; 125000; 1085
2022-05-03 08:28:45; hka-aqm-n005;  20.68;  43.16;   516;   798;    46;    12;  -109;  -109;   0.2; drag-lps8-02; 4; 8; 125000; 1086
2022-05-03 08:43:52; hka-aqm-n005;  20.77;  43.09;   514;   711;    49;    12;  -101;  -101;   8.5; drag-outd-01; 6; 8; 125000; 1087
2022-05-03 08:58:58; hka-aqm-n005;  20.82;  42.86;   509;   721;    51;    13;  -119;  -119;  -6.8; drag-lps8-02; 7; 8; 125000; 1088
2022-05-03 09:14:06; hka-aqm-n005;  20.97;  42.86;   509;   698;    60;    16;  -105;  -105;   8.0; drag-outd-01; 3; 8; 125000; 1089
2022-05-03 09:29:12; hka-aqm-n005;  21.06;  42.64;   505;   736;    90;    28;  -100;  -100;   6.8; drag-outd-01; 5; 8; 125000; 1090
2022-05-03 09:44:18; hka-aqm-n005;  21.24;  42.24;   504;   707;    84;    25;  -115;  -115;  -9.2; drag-lps8-02; 3; 8; 125000; 1091
2022-05-03 09:59:26; hka-aqm-n005;  21.38;  41.82;   501;   735;    78;    23;  -117;  -117; -10.2; drag-lps8-02; 6; 8; 125000; 1092
2022-05-03 10:14:32; hka-aqm-n005;  21.50;  41.46;   501;   702;    72;    20;  -103;  -103;   8.8; drag-outd-01; 7; 8; 125000; 1093
2022-05-03 10:29:38; hka-aqm-n005;  21.59;  41.33;   501;   679;    67;    18;  -100;  -100;   9.8; drag-outd-01; 1; 8; 125000; 1094
2022-05-03 10:44:45; hka-aqm-n005;  21.72;  40.90;   502;   692;    78;    21;  -103;  -103;  10.0; drag-outd-01; 4; 8; 125000; 1095
2022-05-03 10:59:51; hka-aqm-n005;  21.91;  40.48;   498;   695;   124;    39;  -100;  -100;   7.8; drag-outd-01; 2; 8; 125000; 1096
2022-05-03 11:14:57; hka-aqm-n005;  22.11;  39.89;   501;   825;   145;    47;  -102;  -102;   8.8; drag-outd-01; 0; 8; 125000; 1097
2022-05-03 11:30:03; hka-aqm-n005;  22.37;  39.23;   500;   782;   292;   101;  -117;  -117;  -4.2; drag-lps8-02; 5; 8; 125000; 1098
2022-05-03 11:32:25; hka-aqm-n005;  22.44;  39.16;   503;   754;   220;    72;  -103;  -103;  10.2; drag-outd-01; 0; 8; 125000; 1099
2022-05-03 11:34:26; hka-aqm-n005;  22.42;  39.07;   505;   773;   406;   138;  -102;  -102;   7.5; drag-outd-01; 2; 8; 125000; 1100
