# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-09-15 00:03:39; hka-aqm-n311;  24.44;  68.70;   454;   975;     9;     1;     2;     4;   -76;   -76;   8.5; drag-lps8-01; 4; 7; 125000; 2660
2022-09-15 00:18:52; hka-aqm-n311;  24.44;  68.82;   443;   974;     9;     1;     1;     0;   -82;   -82;   9.2; drag-lps8-01; 1; 7; 125000; 2662
2022-09-15 00:33:59; hka-aqm-n311;  24.44;  68.94;   443;   965;     9;     1;     2;     4;   -82;   -82;   8.2; drag-lps8-01; 7; 7; 125000; 2663
2022-09-15 00:49:12; hka-aqm-n311;  24.45;  68.91;   442;   959;    12;     3;     1;     0;   -79;   -79;   8.0; drag-lps8-01; 6; 7; 125000; 2665
2022-09-15 01:04:18; hka-aqm-n311;  24.46;  68.79;   447;   952;     9;     1;     2;     4;   -79;   -79;   9.2; drag-lps8-01; 4; 7; 125000; 2666
2022-09-15 01:19:24; hka-aqm-n311;  24.46;  68.58;   445;   944;     9;     1;     1;     0;   -81;   -81;   8.8; drag-lps8-01; 1; 7; 125000; 2667
2022-09-15 01:34:31; hka-aqm-n311;  24.47;  68.16;   438;   924;     9;     1;     1;     0;   -81;   -81;   9.8; drag-lps8-01; 7; 7; 125000; 2668
2022-09-15 02:04:44; hka-aqm-n311;  24.37;  66.42;   433;   889;     9;     1;     1;     0;   -78;   -78;   7.5; drag-lps8-01; 5; 7; 125000; 2670
2022-09-15 02:19:50; hka-aqm-n311;  24.40;  65.66;   427;   808;     9;     1;     0;     0;   -83;   -83;   9.2; drag-lps8-01; 0; 7; 125000; 2671
2022-09-15 02:34:58; hka-aqm-n311;  24.38;  65.00;   424;   797;     9;     1;     2;     4;   -78;   -78;   8.0; drag-lps8-01; 6; 7; 125000; 2672
2022-09-15 02:50:05; hka-aqm-n311;  24.35;  64.60;   425;   809;     9;     1;     0;     0;   -79;   -79;   7.0; drag-lps8-01; 2; 7; 125000; 2673
2022-09-15 03:05:11; hka-aqm-n311;  24.36;  64.42;   424;   794;     9;     1;     1;     0;   -78;   -78;   6.8; drag-lps8-01; 5; 7; 125000; 2674
2022-09-15 03:20:18; hka-aqm-n311;  24.32;  64.42;   424;   789;     9;     1;     2;     4;   -81;   -81;   8.2; drag-lps8-01; 7; 7; 125000; 2675
2022-09-15 03:35:25; hka-aqm-n311;  24.36;  64.24;   428;   824;    12;     3;     0;     0;   -81;   -81;   7.0; drag-lps8-01; 2; 7; 125000; 2676
2022-09-15 03:50:31; hka-aqm-n311;  24.31;  64.48;   429;   805;     9;     1;     1;     0;   -81;   -81;   8.8; drag-lps8-01; 1; 7; 125000; 2677
2022-09-15 04:05:38; hka-aqm-n311;  24.34;  64.36;   429;   798;     9;     1;     2;     4;   -78;   -78;   8.8; drag-lps8-01; 3; 7; 125000; 2678
2022-09-15 04:20:44; hka-aqm-n311;  24.35;  64.45;   432;   835;     9;     1;     0;     0;   -78;   -78;  10.0; drag-lps8-01; 0; 7; 125000; 2679
2022-09-15 04:35:50; hka-aqm-n311;  24.34;  64.45;   440;   819;    11;     2;     0;     0;   -79;   -79;   9.0; drag-lps8-01; 6; 7; 125000; 2680
2022-09-15 04:50:59; hka-aqm-n311;  24.33;  64.51;   433;   846;     9;     1;     2;     4;   -76;   -76;   8.0; drag-lps8-01; 4; 7; 125000; 2681
2022-09-15 05:06:05; hka-aqm-n311;  24.33;  64.33;   441;   808;    12;     3;     1;     0;   -79;   -79;  10.8; drag-lps8-01; 3; 7; 125000; 2682
2022-09-15 05:21:11; hka-aqm-n311;  24.32;  64.12;   442;   795;     9;     1;     0;     0;   -81;   -81;   8.8; drag-lps8-01; 7; 7; 125000; 2683
2022-09-15 05:36:19; hka-aqm-n311;  24.36;  63.69;   438;   792;    12;     3;     2;     4;   -78;   -78;   8.8; drag-lps8-01; 4; 7; 125000; 2684
2022-09-15 05:51:25; hka-aqm-n311;  24.35;  63.51;   429;   781;     9;     1;     0;     0;   -78;   -78;   6.8; drag-lps8-01; 5; 7; 125000; 2685
2022-09-15 06:06:38; hka-aqm-n311;  24.32;  63.32;   428;   723;     9;     1;     2;     4;   -83;   -83;   9.5; drag-lps8-01; 0; 7; 125000; 2687
2022-09-15 06:21:51; hka-aqm-n311;  24.37;  63.17;   433;   768;     9;     1;     1;     0;   -83;   -83;   8.5; drag-lps8-01; 1; 7; 125000; 2689
2022-09-15 06:36:57; hka-aqm-n311;  24.31;  63.17;   431;   772;     9;     1;     2;     4;   -78;   -78;   9.0; drag-lps8-01; 3; 7; 125000; 2690
