# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-05-15 00:04:22; hka-aqm-n005;  24.62;  36.39;   439;   732;    12;     1;  -116;  -116;  -3.0; drag-lps8-02; 5; 8; 125000; 2775
2022-05-15 00:19:28; hka-aqm-n005;  24.50;  36.72;   435;   730;    12;     1;  -108;  -108;   9.2; drag-outd-01; 0; 8; 125000; 2776
2022-05-15 00:34:35; hka-aqm-n005;  24.38;  36.89;   442;   724;    12;     1;  -118;  -118; -11.5; drag-lps8-02; 6; 8; 125000; 2777
2022-05-15 00:49:41; hka-aqm-n005;  24.28;  37.05;   442;   687;    12;     1;  -118;  -118;  -4.8; drag-lps8-02; 5; 8; 125000; 2778
2022-05-15 01:04:47; hka-aqm-n005;  24.20;  37.25;   442;   687;    12;     1;  -120;  -120;  -6.5; drag-lps8-02; 0; 8; 125000; 2779
2022-05-15 01:19:53; hka-aqm-n005;  24.12;  37.38;   441;   654;    12;     1;  -109;  -109;   7.0; drag-outd-01; 3; 8; 125000; 2780
2022-05-15 01:34:59; hka-aqm-n005;  24.09;  37.41;   446;   690;    12;     1;  -117;  -117; -11.0; drag-lps8-02; 6; 8; 125000; 2781
2022-05-15 01:50:06; hka-aqm-n005;  24.04;  37.38;   444;   682;    12;     1;  -103;  -103;   8.8; drag-outd-01; 1; 8; 125000; 2782
2022-05-15 02:05:12; hka-aqm-n005;  23.97;  37.48;   447;   650;    12;     1;  -118;  -118;  -6.2; drag-lps8-02; 4; 8; 125000; 2783
2022-05-15 02:20:18; hka-aqm-n005;  23.86;  37.65;   449;   674;    12;     1;  -109;  -109;   7.5; drag-outd-01; 7; 8; 125000; 2784
2022-05-15 02:35:24; hka-aqm-n005;  23.74;  37.81;   450;   644;    12;     1;  -102;  -102;   7.0; drag-outd-01; 2; 8; 125000; 2785
2022-05-15 02:50:30; hka-aqm-n005;  23.63;  37.98;   444;   633;    12;     1;  -121;  -121;  -8.0; drag-lps8-02; 7; 8; 125000; 2786
2022-05-15 03:05:36; hka-aqm-n005;  23.60;  38.11;   444;   624;    13;     1;  -121;  -121;  -5.8; drag-lps8-02; 0; 8; 125000; 2787
2022-05-15 03:20:42; hka-aqm-n005;  23.50;  38.27;   448;   672;    12;     1;  -108;  -108;   4.8; drag-outd-01; 5; 8; 125000; 2788
2022-05-15 03:35:49; hka-aqm-n005;  23.41;  38.37;   450;   658;    13;     1;  -101;  -101;   7.2; drag-outd-01; 2; 8; 125000; 2789
2022-05-15 03:50:55; hka-aqm-n005;  23.34;  38.51;   450;   626;    12;     1;  -108;  -108;   8.0; drag-outd-01; 6; 8; 125000; 2790
2022-05-15 04:06:02; hka-aqm-n005;  23.24;  38.74;   452;   666;    13;     2;  -108;  -108;   6.5; drag-outd-01; 4; 8; 125000; 2791
2022-05-15 04:21:08; hka-aqm-n005;  23.19;  38.77;   450;   645;    12;     1;  -106;  -106;   7.0; drag-outd-01; 3; 8; 125000; 2792
2022-05-15 04:36:14; hka-aqm-n005;  23.11;  38.97;   453;   633;    12;     1;  -103;  -103;   9.2; drag-outd-01; 1; 8; 125000; 2793
2022-05-15 04:51:20; hka-aqm-n005;  23.02;  39.07;   460;   622;    12;     1;  -120;  -120;  -9.0; drag-lps8-02; 7; 8; 125000; 2794
2022-05-15 05:06:26; hka-aqm-n005;  22.90;  39.16;   462;   638;    12;     1;  -102;  -102;   7.8; drag-outd-01; 2; 8; 125000; 2795
2022-05-15 05:21:32; hka-aqm-n005;  22.83;  39.36;   461;   614;    12;     1;  -105;  -105;   9.2; drag-outd-01; 1; 8; 125000; 2796
2022-05-15 05:36:39; hka-aqm-n005;  22.75;  39.43;   459;   616;    13;     1;  -109;  -109;   6.8; drag-outd-01; 6; 8; 125000; 2797
2022-05-15 05:51:45; hka-aqm-n005;  22.69;  39.66;   461;   616;    15;     2;  -108;  -108;   8.2; drag-outd-01; 0; 8; 125000; 2798
2022-05-15 06:06:51; hka-aqm-n005;  22.62;  39.89;   460;   606;    18;     3;  -109;  -109;   5.0; drag-outd-01; 5; 8; 125000; 2799
2022-05-15 06:21:57; hka-aqm-n005;  22.60;  39.89;   464;   598;    22;     4;  -109;  -109;   7.2; drag-outd-01; 3; 8; 125000; 2800
2022-05-15 06:37:03; hka-aqm-n005;  22.57;  39.99;   465;   637;    25;     5;  -108;  -108;   8.0; drag-outd-01; 4; 8; 125000; 2801
2022-05-15 06:52:09; hka-aqm-n005;  22.52;  40.12;   465;   597;    28;     6;  -119;  -119; -12.8; drag-lps8-02; 6; 8; 125000; 2802
2022-05-15 07:07:15; hka-aqm-n005;  22.58;  40.02;   468;   612;    27;     5;  -117;  -117;  -4.0; drag-lps8-02; 5; 8; 125000; 2803
2022-05-15 07:22:24; hka-aqm-n005;  22.62;  40.02;   471;   694;    29;     6;  -108;  -108;   7.8; drag-outd-01; 3; 8; 125000; 2804
2022-05-15 07:37:30; hka-aqm-n005;  22.70;  39.85;   466;   614;    34;     8;  -119;  -119; -12.0; drag-lps8-02; 1; 8; 125000; 2805
2022-05-15 07:52:36; hka-aqm-n005;  22.81;  39.56;   464;   625;    39;    10;  -109;  -109;   7.8; drag-outd-01; 4; 8; 125000; 2806
2022-05-15 08:07:43; hka-aqm-n005;  22.91;  39.43;   461;   607;    38;     9;  -106;  -106;   9.0; drag-outd-01; 0; 8; 125000; 2807
2022-05-15 08:22:49; hka-aqm-n005;  23.00;  39.23;   456;   698;    44;    12;  -120;  -120;  -9.0; drag-lps8-02; 7; 8; 125000; 2808
2022-05-15 08:37:55; hka-aqm-n005;  23.14;  39.00;   461;   643;    44;    12;  -120;  -120; -11.2; drag-lps8-02; 2; 8; 125000; 2809
2022-05-15 08:53:04; hka-aqm-n005;  23.26;  38.77;   462;   663;    47;    13;  -108;  -108;   6.2; drag-outd-01; 6; 8; 125000; 2810
2022-05-15 09:08:10; hka-aqm-n005;  23.40;  38.44;   453;   676;    50;    14;  -106;  -106;   8.8; drag-outd-01; 7; 8; 125000; 2811
2022-05-15 09:23:16; hka-aqm-n005;  23.56;  38.18;   453;   703;    50;    13;  -105;  -105;   8.2; drag-outd-01; 0; 8; 125000; 2812
2022-05-15 09:38:23; hka-aqm-n005;  23.64;  37.98;   454;   646;    50;    13;  -120;  -120;  -6.8; drag-lps8-02; 4; 8; 125000; 2813
2022-05-15 09:53:29; hka-aqm-n005;  23.78;  37.78;   451;   660;    53;    14;  -107;  -107;   7.5; drag-outd-01; 3; 8; 125000; 2814
2022-05-15 10:08:35; hka-aqm-n005;  23.89;  37.55;   447;   685;    52;    14;  -100;  -100;   7.2; drag-outd-01; 2; 8; 125000; 2815
2022-05-15 10:23:41; hka-aqm-n005;  24.00;  37.18;   455;   747;    57;    16;  -119;  -119;  -5.0; drag-lps8-02; 5; 8; 125000; 2816
2022-05-15 10:38:47; hka-aqm-n005;  24.12;  36.98;   451;   733;    63;    18;   -97;   -97;  11.0; drag-outd-01; 1; 8; 125000; 2817
2022-05-15 11:09:00; hka-aqm-n005;  24.41;  36.39;   445;   687;    79;    24;  -106;  -106;   9.2; drag-outd-01; 0; 8; 125000; 2819
2022-05-15 11:24:06; hka-aqm-n005;  24.57;  36.12;   446;   700;   192;    63;  -103;  -103;   7.2; drag-outd-01; 5; 8; 125000; 2820
2022-05-15 11:27:05; hka-aqm-n005;  24.57;  35.99;   444;   711;   379;   127;  -108;  -108;   8.8; drag-outd-01; 6; 8; 125000; 2821
2022-05-15 11:27:23; hka-aqm-n005;  24.54;  35.96;   444;   684;   596;   206;  -112;  -112;   6.2; drag-outd-01; 7; 8; 125000; 2822
2022-05-15 11:27:43; hka-aqm-n005;  24.53;  35.92;   444;   700;   879;   308;  -106;  -106;   6.8; drag-outd-01; 1; 8; 125000; 2823
2022-05-15 11:28:22; hka-aqm-n005;  24.53;  35.92;   448;   714;  1097;   383;  -109;  -109;   8.5; drag-outd-01; 3; 8; 125000; 2824
2022-05-15 11:28:44; hka-aqm-n005;  24.51;  35.89;   446;   662;  1186;   414;  -106;  -106;   7.2; drag-outd-01; 4; 8; 125000; 2825
2022-05-15 11:29:24; hka-aqm-n005;  24.54;  35.96;   444;   716;  1100;   389;  -103;  -103;   9.8; drag-outd-01; 0; 8; 125000; 2826
2022-05-15 11:30:04; hka-aqm-n005;  24.64;  35.79;   444;   760;  1199;   424;  -112;  -112;   6.5; drag-outd-01; 7; 8; 125000; 2827
2022-05-15 11:30:42; hka-aqm-n005;  24.66;  35.76;   448;   750;  1448;   513;  -107;  -107;   6.5; drag-outd-01; 2; 8; 125000; 2828
