# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-04-15 00:07:23; hka-aqm-n214;  20.27;  29.21;   418;   907;     6;     1;     1;     3;  -100;  -100;  11.5; drag-lps8-01; 3; 8; 125000; 9965
2023-04-15 00:22:30; hka-aqm-n214;  20.26;  29.28;   423;   930;     6;     2;     0;     0;   -99;   -99;  11.5; drag-lps8-01; 6; 8; 125000; 9966
2023-04-15 00:37:37; hka-aqm-n214;  20.24;  29.35;   424;   909;     8;     3;     1;     3;   -99;   -99;  10.8; drag-lps8-01; 4; 8; 125000; 9967
2023-04-15 00:52:43; hka-aqm-n214;  20.24;  29.42;   417;   916;     8;     3;     1;     3;   -96;   -96;   8.0; drag-lps8-01; 2; 8; 125000; 9968
2023-04-15 01:07:50; hka-aqm-n214;  20.24;  29.48;   414;   908;     6;     1;     1;     0;   -97;   -97;   7.8; drag-lps8-01; 5; 8; 125000; 9969
2023-04-15 01:22:57; hka-aqm-n214;  20.20;  29.48;   416;   911;     6;     0;     1;     3;   -98;   -98;  10.0; drag-lps8-01; 7; 8; 125000; 9970
2023-04-15 01:38:03; hka-aqm-n214;  20.22;  29.48;   414;   902;     8;     3;     1;     3;   -97;   -97;  11.2; drag-lps8-01; 1; 8; 125000; 9971
2023-04-15 01:53:10; hka-aqm-n214;  20.20;  29.55;   418;   894;     6;     2;     0;     0;   -99;   -99;  12.2; drag-lps8-01; 6; 8; 125000; 9972
2023-04-15 02:08:16; hka-aqm-n214;  20.20;  29.62;   416;   898;     6;     0;     1;     3;  -100;  -100;  10.8; drag-lps8-01; 4; 8; 125000; 9973
2023-04-15 02:23:23; hka-aqm-n214;  20.19;  29.62;   416;   895;     6;     0;     1;     3;   -99;   -99;  10.5; drag-lps8-01; 0; 8; 125000; 9974
2023-04-15 02:38:29; hka-aqm-n214;  20.21;  29.62;   414;   886;     6;     0;     0;     0;   -97;   -97;   8.0; drag-lps8-01; 5; 8; 125000; 9975
2023-04-15 02:53:36; hka-aqm-n214;  20.20;  29.65;   416;   881;     6;     0;     1;     3;   -97;   -97;  11.0; drag-lps8-01; 1; 8; 125000; 9976
2023-04-15 03:08:42; hka-aqm-n214;  20.18;  29.69;   416;   939;     6;     0;     1;     3;  -100;  -100;   9.8; drag-lps8-01; 3; 8; 125000; 9977
2023-04-15 03:23:48; hka-aqm-n214;  20.18;  29.75;   417;   938;     6;     0;     1;     0;   -99;   -99;  11.0; drag-lps8-01; 7; 8; 125000; 9978
2023-04-15 03:38:56; hka-aqm-n214;  20.18;  29.72;   414;   868;     6;     0;     1;     3;   -97;   -97;   7.2; drag-lps8-01; 2; 8; 125000; 9979
