# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-04-25 18:25:30; hka-aqm-n005;  22.80;  42.18;   804;   614;   179;    23;   -87;   -87;   9.2; drag-outd-01; 1; 7; 125000; 1
2022-04-25 18:40:42; hka-aqm-n005;  22.92;  42.05;   796;   562;   181;    24;  -103;  -103;   3.2; drag-lps8-02; 1; 7; 125000; 3
2022-04-25 18:55:48; hka-aqm-n005;  22.83;  42.28;   769;   566;   169;    20;  -107;  -107;  -0.2; drag-lps8-02; 2; 7; 125000; 4
2022-04-25 18:58:07; hka-aqm-n005;  22.77;  42.21;   779;   558;    18;     3;   -99;   -99;   7.5; drag-lps8-02; 6; 7; 125000; 5
2022-04-25 19:13:13; hka-aqm-n005;  22.50;  42.77;   746;   543;    15;     2;   -96;   -96;   8.2; drag-outd-01; 3; 7; 125000; 6
2022-04-25 19:28:19; hka-aqm-n005;  22.18;  43.35;   695;   546;    14;     2;  -100;  -100;   8.2; drag-lps8-02; 7; 7; 125000; 7
2022-04-25 19:43:26; hka-aqm-n005;  21.66;  44.65;   665;   599;    14;     2;   -96;   -96;   7.8; drag-lps8-02; 4; 7; 125000; 8
2022-04-25 19:58:32; hka-aqm-n005;  21.32;  45.43;   647;   571;    13;     2;   -99;   -99;   8.8; drag-outd-01; 0; 7; 125000; 9
2022-04-25 20:13:38; hka-aqm-n005;  21.12;  45.91;   634;   562;    14;     2;  -102;  -102;   7.8; drag-outd-01; 4; 7; 125000; 10
2022-04-25 20:28:44; hka-aqm-n005;  21.04;  46.10;   628;   638;    13;     2;  -101;  -101;   7.2; drag-lps8-02; 7; 7; 125000; 11
2022-04-25 20:43:50; hka-aqm-n005;  20.92;  46.39;   619;   675;    12;     1;   -94;   -94;   6.5; drag-outd-01; 2; 7; 125000; 12
2022-04-25 20:58:56; hka-aqm-n005;  20.85;  46.52;   607;   693;    12;     1;  -105;  -105;   7.5; drag-lps8-02; 0; 7; 125000; 13
2022-04-25 21:14:02; hka-aqm-n005;  20.77;  46.65;   600;   672;    12;     1;   -97;   -97;   6.5; drag-lps8-02; 3; 7; 125000; 14
2022-04-25 21:29:09; hka-aqm-n005;  20.74;  46.65;   592;   708;    12;     1;   -97;   -97;   5.8; drag-lps8-02; 6; 7; 125000; 15
2022-04-25 21:44:15; hka-aqm-n005;  20.70;  46.72;   586;   723;    12;     1;   -95;   -95;   9.8; drag-outd-01; 1; 7; 125000; 16
2022-04-25 21:59:21; hka-aqm-n005;  20.72;  46.65;   576;   673;    12;     1;   -97;   -97;   5.8; drag-outd-01; 5; 7; 125000; 17
2022-04-25 22:14:29; hka-aqm-n005;  20.74;  46.46;   567;   777;    12;     1;  -100;  -100;   9.2; drag-outd-01; 4; 7; 125000; 18
2022-04-25 22:29:36; hka-aqm-n005;  20.73;  46.39;   563;   741;    12;     1;   -91;   -91;   8.5; drag-outd-01; 1; 7; 125000; 19
2022-04-25 22:44:42; hka-aqm-n005;  20.72;  46.27;   557;   686;    12;     1;  -102;  -102;   7.5; drag-lps8-02; 0; 7; 125000; 20
2022-04-25 22:59:50; hka-aqm-n005;  20.66;  46.33;   548;   710;    13;     1;   -96;   -96;   5.5; drag-lps8-02; 3; 7; 125000; 21
2022-04-25 23:15:02; hka-aqm-n005;  20.66;  46.33;   545;   726;    12;     1;   -97;   -97;   7.2; drag-lps8-02; 5; 7; 125000; 23
2022-04-25 23:30:09; hka-aqm-n005;  20.66;  46.33;   542;   713;    13;     1;  -103;  -103;   3.8; drag-lps8-02; 2; 7; 125000; 24
2022-04-25 23:45:15; hka-aqm-n005;  20.58;  46.52;   543;   720;    12;     1;   -90;   -90;   9.5; drag-outd-01; 7; 7; 125000; 25
