# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.0
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-03-31 16:44:18; hka-aqm-n005;   0.00;   0.00; 65498;   450;   160;    24;   -42;   -42;   7.0; drag-lps8-01; 2; 7; 125000; 1
2022-03-31 16:44:38; hka-aqm-n005;   0.00;   0.00; 65492;   450;    75;    12;  -124;  -124;  -5.8; drag-outd-01; 6; 7; 125000; 2
2022-03-31 16:44:58; hka-aqm-n005;   0.00;   0.00; 65487;   450;    64;    12;   -43;   -43;   6.8; drag-lps8-01; 5; 7; 125000; 3
2022-03-31 16:45:22; hka-aqm-n005;   0.00;   0.00; 43797;   450;    68;    11;   -46;   -46;   8.0; drag-lps8-01; 0; 7; 125000; 4
2022-03-31 16:45:39; hka-aqm-n005;   0.00;   0.00; 29337;   450;   204;    27;   -41;   -41;   9.0; drag-lps8-01; 1; 7; 125000; 5
2022-03-31 17:42:09; hka-aqm-n005;   0.00;   0.00;     0;   450;     0;     0;  -123;  -123;  -4.2; drag-outd-01; 0; 7; 125000; 1
2022-03-31 17:57:15; hka-aqm-n005;   0.00;   0.00;     0;   450;     0;     0;   -48;   -48;   7.5; drag-lps8-01; 2; 7; 125000; 2
2022-03-31 18:12:21; hka-aqm-n005;   0.00;   0.00;     0;   450;     0;     0;   -48;   -48;   8.0; drag-lps8-01; 4; 7; 125000; 3
2022-03-31 18:45:23; hka-aqm-n005;  24.72;  32.28;   386;   450;    15;     1;   -57;   -57;   9.5; drag-lps8-01; 1; 7; 125000; 1
2022-03-31 19:05:02; hka-aqm-n005;  23.99;  31.24;   407;   450;    72;     8;   -59;   -59;   7.2; drag-lps8-01; 2; 7; 125000; 1
2022-03-31 19:09:55; hka-aqm-n005;  23.98;  31.24;   405;   483;    17;     2;   -61;   -61;   8.2; drag-lps8-01; 6; 7; 125000; 2
2022-03-31 19:25:01; hka-aqm-n005;  23.94;  31.24;   405;   453;    16;     1;   -63;   -63;   6.8; drag-lps8-01; 2; 7; 125000; 3
2022-03-31 19:40:07; hka-aqm-n005;  23.85;  31.31;   399;   458;    16;     2;   -58;   -58;  10.0; drag-lps8-01; 7; 7; 125000; 4
2022-03-31 19:55:13; hka-aqm-n005;  23.76;  31.44;   402;   479;    15;     1;   -63;   -63;   9.5; drag-lps8-01; 0; 7; 125000; 5
2022-03-31 20:10:19; hka-aqm-n005;  23.72;  31.64;   399;   475;    15;     2;   -59;   -59;   8.2; drag-lps8-01; 4; 7; 125000; 6
2022-03-31 20:25:26; hka-aqm-n005;  23.65;  31.71;   399;   473;    15;     1;   -61;   -61;   9.2; drag-lps8-01; 3; 7; 125000; 7
2022-03-31 20:40:32; hka-aqm-n005;  23.59;  31.71;   399;   510;    16;     2;   -63;   -63;   9.5; drag-lps8-01; 1; 7; 125000; 8
2022-03-31 20:55:38; hka-aqm-n005;  23.53;  31.68;   402;   496;    15;     1;   -65;   -65;   7.2; drag-lps8-01; 5; 7; 125000; 9
2022-03-31 21:10:44; hka-aqm-n005;  23.51;  31.71;   405;   495;    15;     1;   -64;   -64;  10.0; drag-lps8-01; 0; 7; 125000; 10
2022-03-31 21:25:50; hka-aqm-n005;  23.43;  31.78;   399;   529;    15;     1;   -63;   -63;   9.5; drag-lps8-01; 1; 7; 125000; 11
2022-03-31 21:40:56; hka-aqm-n005;  23.39;  31.78;   396;   509;    15;     1;   -63;   -63;   8.8; drag-lps8-01; 3; 7; 125000; 12
2022-03-31 21:56:03; hka-aqm-n005;  23.35;  31.84;   396;   529;    15;     1;   -61;   -61;   9.0; drag-lps8-01; 4; 7; 125000; 13
2022-03-31 22:11:09; hka-aqm-n005;  23.34;  31.84;   402;   534;    15;     1;   -64;   -64;   6.8; drag-lps8-01; 2; 7; 125000; 14
2022-03-31 22:26:17; hka-aqm-n005;  23.39;  31.84;   396;   545;    15;     1;   -65;   -65;   9.2; drag-lps8-01; 7; 7; 125000; 15
2022-03-31 22:41:23; hka-aqm-n005;  23.36;  31.81;   396;   578;    15;     1;   -63;   -63;   7.0; drag-lps8-01; 5; 7; 125000; 16
2022-03-31 22:56:29; hka-aqm-n005;  23.36;  31.64;   399;   562;    15;     1;   -63;   -63;   8.8; drag-lps8-01; 6; 7; 125000; 17
2022-03-31 23:11:37; hka-aqm-n005;  23.34;  31.44;   393;   602;    15;     1;   -57;   -57;   9.5; drag-lps8-01; 3; 7; 125000; 18
2022-03-31 23:26:43; hka-aqm-n005;  23.36;  31.17;   390;   564;    16;     2;   -65;   -65;  10.2; drag-lps8-01; 1; 7; 125000; 19
2022-03-31 23:41:57; hka-aqm-n005;  23.33;  30.90;   390;   615;    16;     2;   -64;   -64;   7.5; drag-lps8-01; 2; 7; 125000; 21
2022-03-31 23:57:03; hka-aqm-n005;  23.30;  30.80;   392;   568;    15;     1;   -63;   -63;   9.2; drag-lps8-01; 6; 7; 125000; 22
