# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2023-02-16 01:05:18; hka-aqm-n007;  19.90;  31.78;   529;   611;     5;     0;     2;     0;  -137;  -137; -17.2; drag-lps8-01; 4; 11; 125000; 8295
2023-02-16 03:03:15; hka-aqm-n007;  19.84;  31.61;   504;   591;     5;     1;     2;     5;  -137;  -137; -17.2; drag-lps8-01; 4; 11; 125000; 8302
2023-02-16 06:22:49; hka-aqm-n007;  20.36;  30.56;   480;   625;     5;     0;     1;     0;  -137;  -137; -16.2; drag-lps8-01; 4; 11; 125000; 8314
2023-02-16 07:03:39; hka-aqm-n007;  20.44;  30.50;   491;   643;    17;     2;     2;     0;  -136;  -136; -16.8; drag-lps8-01; 5; 11; 125000; 8318
2023-02-16 07:35:24; hka-aqm-n007;  20.34;  30.70;   491;   615;     5;     0;     2;     2;  -138;  -138; -18.8; drag-lps8-01; 3; 11; 125000; 8320
2023-02-16 08:26:49; hka-aqm-n007;  20.40;  31.34;   493;   632;    19;     2;     1;     1;  -136;  -136; -17.0; drag-lps8-01; 4; 11; 125000; 8323
2023-02-16 09:00:05; hka-aqm-n007;  20.59;  30.60;   546;   629;    56;    14;     2;     1;  -135;  -135; -15.2; drag-outd-01; 4; 11; 125000; 8325
2023-02-16 09:31:50; hka-aqm-n007;  20.55;  30.23;   590;   650;    65;    20;     2;     2;  -136;  -136; -15.8; drag-outd-01; 6; 11; 125000; 8327
2023-02-16 09:48:30; hka-aqm-n007;  20.62;  29.96;   597;   638;    75;    20;     2;     2;  -136;  -136; -16.5; drag-outd-01; 7; 11; 125000; 8328
2023-02-16 10:05:09; hka-aqm-n007;  20.55;  30.02;   586;   635;    62;    19;     1;     1;  -137;  -137; -16.2; drag-outd-01; 7; 11; 125000; 8329
2023-02-16 10:38:24; hka-aqm-n007;  20.70;  30.09;   581;   645;    76;    20;     2;     2;  -134;  -134; -14.5; drag-outd-01; 4; 11; 125000; 8332
2023-02-16 11:11:39; hka-aqm-n007;  20.75;  30.16;   571;   645;    86;    24;     2;     3;  -134;  -134; -13.5; drag-outd-01; 3; 11; 125000; 8334
2023-02-16 11:29:50; hka-aqm-n007;  20.96;  29.48;   579;   640;    87;    24;     1;     0;  -132;  -132; -13.8; drag-outd-01; 4; 11; 125000; 8335
2023-02-16 11:44:57; hka-aqm-n007;  21.09;  29.35;   601;   668;    84;    26;     2;     1;  -140;  -140; -19.0; drag-outd-01; 0; 11; 125000; 8336
2023-02-16 12:03:09; hka-aqm-n007;  21.31;  28.74;   602;   662;   106;    32;     2;     0;  -137;  -137; -16.2; drag-outd-01; 7; 11; 125000; 8337
2023-02-16 12:18:16; hka-aqm-n007;  21.63;  28.09;   598;   693;    74;    22;     1;     3;  -135;  -135; -14.0; drag-outd-01; 4; 11; 125000; 8338
2023-02-16 12:34:55; hka-aqm-n007;  21.76;  27.85;   606;   715;   101;    31;     2;     4;  -138;  -138; -17.2; drag-outd-01; 7; 11; 125000; 8339
2023-02-16 12:53:03; hka-aqm-n007;  21.76;  27.96;   604;   704;   116;    35;     2;     2;  -135;  -135; -13.8; drag-outd-01; 3; 11; 125000; 8340
2023-02-16 13:09:41; hka-aqm-n007;  21.92;  27.92;   607;   699;   104;    31;     2;     4;  -134;  -134; -15.5; drag-outd-01; 6; 11; 125000; 8341
2023-02-16 13:24:50; hka-aqm-n007;  22.18;  27.58;   603;   690;    93;    27;     2;     4;  -139;  -139; -18.0; drag-outd-01; 0; 11; 125000; 8342
