# Logfile LoRaWAN TTN/TTS V3 logger version hka-log V 1.1
date_time;device_id;tmp;hum;CO2;VOC;vis;IR;WIFI;BLE;rssi;channel_rssi;snr;gateway;channel_index;spreading_factor;bandwidth;f_cnt
2022-09-20 00:14:06; hka-aqm-n311;  23.88;  38.21;   457;   838;    12;     3;     1;     0;   -55;   -55;   9.5; drag-lps8-01; 7; 7; 125000; 787
2022-09-20 00:29:12; hka-aqm-n311;  23.83;  38.14;   456;   813;     9;     1;     1;     0;   -53;   -53;   9.2; drag-lps8-01; 1; 7; 125000; 788
2022-09-20 00:44:20; hka-aqm-n311;  23.81;  37.88;   456;   777;     9;     1;     2;     0;   -54;   -54;   9.2; drag-lps8-01; 3; 7; 125000; 789
2022-09-20 00:59:26; hka-aqm-n311;  23.78;  37.68;   456;   768;     9;     1;     1;     0;   -55;   -55;   9.8; drag-lps8-01; 0; 7; 125000; 790
2022-09-20 01:14:39; hka-aqm-n311;  23.76;  37.71;   461;   761;     9;     1;     2;     0;   -55;   -55;   9.8; drag-lps8-01; 7; 7; 125000; 792
2022-09-20 01:29:52; hka-aqm-n311;  23.74;  37.58;   463;   746;    12;     3;     1;     0;   -53;   -53;   9.0; drag-lps8-01; 6; 7; 125000; 794
2022-09-20 01:44:59; hka-aqm-n311;  23.69;  37.51;   462;   745;     9;     1;     2;     0;   -54;   -54;   9.5; drag-lps8-01; 4; 7; 125000; 795
2022-09-20 02:00:06; hka-aqm-n311;  23.68;  37.58;   467;   750;     9;     1;     1;     0;   -52;   -52;   6.8; drag-lps8-01; 2; 7; 125000; 796
2022-09-20 02:15:12; hka-aqm-n311;  23.68;  37.65;   468;   705;     9;     1;     0;     0;   -54;   -54;   9.5; drag-lps8-01; 0; 7; 125000; 797
2022-09-20 02:30:19; hka-aqm-n311;  23.65;  37.65;   460;   722;     9;     1;     2;     0;   -52;   -52;   7.2; drag-lps8-01; 5; 7; 125000; 798
2022-09-20 02:45:26; hka-aqm-n311;  23.61;  37.38;   459;   703;    11;     3;     0;     0;   -53;   -53;   9.0; drag-lps8-01; 3; 7; 125000; 799
2022-09-20 03:00:32; hka-aqm-n311;  23.62;  37.32;   462;   737;     9;     1;     1;     0;   -54;   -54;   9.0; drag-lps8-01; 4; 7; 125000; 800
2022-09-20 03:15:40; hka-aqm-n311;  23.59;  37.02;   457;   672;     9;     1;     2;     0;   -52;   -52;   7.2; drag-lps8-01; 2; 7; 125000; 801
2022-09-20 03:30:46; hka-aqm-n311;  23.60;  36.72;   453;   664;     9;     1;     1;     0;   -53;   -53;   7.0; drag-lps8-01; 5; 7; 125000; 802
2022-09-20 03:45:52; hka-aqm-n311;  23.60;  36.52;   450;   647;     9;     1;     0;     0;   -54;   -54;   8.2; drag-lps8-01; 0; 7; 125000; 803
2022-09-20 04:01:00; hka-aqm-n311;  23.60;  36.32;   454;   657;     9;     1;     2;     0;   -53;   -53;   7.8; drag-lps8-01; 1; 7; 125000; 804
2022-09-20 04:16:06; hka-aqm-n311;  23.57;  36.12;   449;   640;     9;     1;     1;     0;   -53;   -53;   9.0; drag-lps8-01; 6; 7; 125000; 805
2022-09-20 04:31:12; hka-aqm-n311;  23.56;  36.06;   450;   641;     9;     1;     2;     0;   -54;   -54;   8.8; drag-lps8-01; 7; 7; 125000; 806
2022-09-20 04:46:20; hka-aqm-n311;  23.56;  35.99;   460;   624;     9;     1;     2;     0;   -54;   -54;   9.0; drag-lps8-01; 3; 7; 125000; 807
2022-09-20 05:01:26; hka-aqm-n311;  23.56;  35.92;   451;   600;    11;     3;     1;     0;   -55;   -55;   9.0; drag-lps8-01; 7; 7; 125000; 808
2022-09-20 05:16:32; hka-aqm-n311;  23.56;  35.86;   450;   615;     9;     1;     1;     0;   -53;   -53;   8.0; drag-lps8-01; 6; 7; 125000; 809
2022-09-20 05:31:38; hka-aqm-n311;  23.57;  35.79;   455;   644;     9;     1;     2;     0;   -53;   -53;   7.2; drag-lps8-01; 5; 7; 125000; 810
2022-09-20 05:46:45; hka-aqm-n311;  23.56;  35.79;   450;   637;     9;     1;     1;     0;   -55;   -55;  10.0; drag-lps8-01; 3; 7; 125000; 811
2022-09-20 06:01:51; hka-aqm-n311;  23.54;  35.99;   460;   637;    10;     1;     2;     0;   -53;   -53;   9.2; drag-lps8-01; 4; 7; 125000; 812
2022-09-20 06:16:59; hka-aqm-n311;  23.62;  35.86;   455;   693;     9;     1;     2;     0;   -55;   -55;   9.8; drag-lps8-01; 0; 7; 125000; 813
2022-09-20 06:32:12; hka-aqm-n311;  23.68;  35.92;   456;   701;     9;     1;     0;     0;   -54;   -54;   9.5; drag-lps8-01; 1; 7; 125000; 815
2022-09-20 06:47:19; hka-aqm-n311;  23.75;  35.86;   467;   732;    12;     3;     2;     0;   -53;   -53;   6.8; drag-lps8-01; 2; 7; 125000; 816
2022-09-20 07:02:32; hka-aqm-n311;  23.74;  35.86;   458;   713;    11;     2;     0;     0;   -55;   -55;   9.2; drag-lps8-01; 0; 7; 125000; 818
2022-09-20 07:17:39; hka-aqm-n311;  23.80;  35.79;   457;   755;    11;     1;     2;     0;   -55;   -55;   8.8; drag-lps8-01; 7; 7; 125000; 819
2022-09-20 07:32:46; hka-aqm-n311;  23.80;  35.42;   454;   718;    13;     2;     1;     0;   -53;   -53;   6.8; drag-lps8-01; 5; 7; 125000; 820
2022-09-20 07:47:52; hka-aqm-n311;  23.80;  35.16;   450;   707;    16;     3;     2;     0;   -54;   -54;   9.8; drag-lps8-01; 4; 7; 125000; 821
2022-09-20 08:02:59; hka-aqm-n311;  23.82;  35.19;   451;   708;    20;     4;     2;     0;   -53;   -53;   9.2; drag-lps8-01; 1; 7; 125000; 822
2022-09-20 08:18:06; hka-aqm-n311;  23.80;  35.32;   454;   707;    26;     8;     2;     0;   -53;   -53;   8.2; drag-lps8-01; 3; 7; 125000; 823
2022-09-20 08:33:12; hka-aqm-n311;  23.84;  35.46;   458;   718;    23;     5;     2;     0;   -55;   -55;   9.5; drag-lps8-01; 0; 7; 125000; 824
2022-09-20 08:48:18; hka-aqm-n311;  23.87;  35.46;   452;   739;    24;     5;     2;     3;   -54;   -54;   9.0; drag-lps8-01; 4; 7; 125000; 825
2022-09-20 09:03:24; hka-aqm-n311;  23.90;  35.49;   447;   699;    27;     6;     2;     8;   -55;   -55;   9.0; drag-lps8-01; 3; 7; 125000; 826
2022-09-20 09:18:31; hka-aqm-n311;  23.91;  35.79;   448;   702;    26;     6;     2;     5;   -53;   -53;   6.8; drag-lps8-01; 5; 7; 125000; 827
2022-09-20 09:33:39; hka-aqm-n311;  23.96;  35.99;   451;   707;    21;     4;     2;     8;   -53;   -53;   6.5; drag-lps8-01; 2; 7; 125000; 828
2022-09-20 09:48:46; hka-aqm-n311;  24.01;  35.92;   456;   708;    36;     9;     1;     2;   -54;   -54;   8.8; drag-lps8-01; 7; 7; 125000; 829
2022-09-20 10:03:52; hka-aqm-n311;  24.02;  35.79;   445;   695;    44;    10;     1;     3;   -54;   -54;  10.0; drag-lps8-01; 6; 7; 125000; 830
2022-09-20 10:18:58; hka-aqm-n311;  24.02;  35.92;   442;   648;    40;     9;     2;     8;   -54;   -54;   8.2; drag-lps8-01; 1; 7; 125000; 831
2022-09-20 10:34:04; hka-aqm-n311;  24.09;  35.72;   438;   618;    64;    16;     1;     1;   -54;   -54;   9.5; drag-lps8-01; 6; 7; 125000; 832
2022-09-20 10:49:11; hka-aqm-n311;  24.14;  35.86;   443;   626;    79;    19;     1;     2;   -53;   -53;   8.2; drag-lps8-01; 4; 7; 125000; 833
2022-09-20 11:04:19; hka-aqm-n311;  24.18;  35.59;   442;   606;    67;    18;     2;     8;   -55;   -55;   9.5; drag-lps8-01; 0; 7; 125000; 834
2022-09-20 11:19:25; hka-aqm-n311;  24.22;  34.26;   437;   597;   121;    32;     2;     1;   -51;   -51;   6.8; drag-lps8-01; 5; 7; 125000; 835
2022-09-20 11:23:39; hka-aqm-n311;  24.29;  33.69;   432;   582;   261;    70;     2;     8;   -53;   -53;   8.8; drag-lps8-01; 1; 7; 125000; 836
2022-09-20 11:23:59; hka-aqm-n311;  24.26;  33.72;   432;   580;   337;    90;     2;     1;   -54;   -54;   8.8; drag-lps8-01; 7; 7; 125000; 837
2022-09-20 11:24:18; hka-aqm-n311;  24.26;  33.72;   432;   579;   495;   130;     2;     1;   -55;   -55;   6.5; drag-lps8-01; 2; 7; 125000; 839
2022-09-20 11:25:19; hka-aqm-n311;  24.30;  33.72;   432;   579;   695;   185;     2;     1;   -55;   -55;   9.2; drag-lps8-01; 0; 7; 125000; 840
2022-09-20 11:25:38; hka-aqm-n311;  24.32;  33.79;   431;   578;   402;   106;     3;     1;   -54;   -54;   9.5; drag-lps8-01; 7; 7; 125000; 842
2022-09-20 11:25:59; hka-aqm-n311;  24.30;  33.79;   431;   578;   310;    81;     3;     1;   -53;   -53;   9.2; drag-lps8-01; 4; 7; 125000; 843
2022-09-20 11:26:58; hka-aqm-n311;  24.33;  33.92;   432;   577;   245;    62;     3;     1;   -53;   -53;   9.8; drag-lps8-01; 6; 7; 125000; 844
2022-09-20 11:29:17; hka-aqm-n311;  24.30;  34.32;   434;   593;   197;    51;     1;     1;   -52;   -52;   6.2; drag-lps8-01; 5; 7; 125000; 845
2022-09-20 11:30:37; hka-aqm-n311;  24.38;  34.32;   432;   585;   189;    48;     2;     2;   -51;   -51;   7.0; drag-lps8-01; 2; 7; 125000; 846
2022-09-20 11:45:44; hka-aqm-n311;  24.33;  33.92;   438;   579;    62;    15;     0;     0;   -52;   -52;   8.0; drag-lps8-01; 1; 7; 125000; 847
2022-09-20 11:58:18; hka-aqm-n311;  24.41;  33.66;   433;   642;   334;    86;     2;     3;   -54;   -54;   9.5; drag-lps8-01; 6; 7; 125000; 848
2022-09-20 11:58:37; hka-aqm-n311;  24.46;  33.72;   432;   632;   596;   157;     1;     1;   -53;   -53;   7.0; drag-lps8-01; 5; 7; 125000; 849
2022-09-20 11:59:38; hka-aqm-n311;  24.45;  33.76;   429;   613;   513;   133;     1;     1;   -53;   -53;   8.0; drag-lps8-01; 1; 7; 125000; 850
2022-09-20 12:01:36; hka-aqm-n311;  24.42;  33.52;   437;   620;   420;   108;     1;     0;   -55;   -55;   8.8; drag-lps8-01; 7; 7; 125000; 851
2022-09-20 12:02:38; hka-aqm-n311;  24.49;  33.12;   431;   598;   416;   107;     1;     0;   -52;   -52;   6.8; drag-lps8-01; 2; 7; 125000; 852
2022-09-20 12:03:57; hka-aqm-n311;  24.58;  32.99;   431;   572;   328;    84;     2;     0;   -54;   -54;   8.8; drag-lps8-01; 3; 7; 125000; 853
2022-09-20 12:04:38; hka-aqm-n311;  24.54;  32.99;   429;   578;   412;   107;     2;     0;   -52;   -52;   8.2; drag-lps8-01; 4; 7; 125000; 854
2022-09-20 12:05:39; hka-aqm-n311;  24.56;  32.85;   431;   581;   321;    82;     1;     0;   -54;   -54;   8.2; drag-lps8-01; 0; 7; 125000; 855
2022-09-20 12:05:57; hka-aqm-n311;  24.58;  32.89;   431;   581;   438;   112;     1;     0;   -53;   -53;   8.0; drag-lps8-01; 6; 7; 125000; 856
